session_id,mac,ip,device_id,username,auth_method,endpoint_profile,location,vlan,session_start,session_end,sgt
S00003855,96:14:99:7d:61:79,10.5.60.174,D003855,cwhite3854,DOT1X,CorporateLaptop,SW073/Gi1/0/31,60,2025-12-10 13:53:41+00:00,2025-12-10 20:02:17.369351182+00:00,0
S00003856,ee:6d:c8:65:65:98,10.3.30.20,D003856,agonzalez3855,DOT1X,Workstation,SW032/Gi1/0/41,30,2025-12-10 11:39:22+00:00,2025-12-10 19:13:06.381968426+00:00,0
S00003857,1a:e4:fe:a6:0a:74,10.9.50.64,D003857,jtaylor3856,DOT1X,CorporateLaptop,SW006/Gi1/0/40,50,2025-12-10 12:53:33+00:00,2025-12-10 20:18:07.211116458+00:00,0
S00003858,c6:69:85:ef:bb:a3,10.2.50.249,D003858,imoore3857,DOT1X,CorporateLaptop,SW074/Gi1/0/39,50,2025-12-10 14:21:08+00:00,2025-12-10 19:16:45.046458732+00:00,0
S00003859,c2:48:bf:a8:be:a4,10.5.50.79,D003859,emiller3858,DOT1X,CorporateLaptop,SW004/Gi1/0/3,50,2025-12-10 13:59:03+00:00,2025-12-10 18:33:22.161738829+00:00,0
S00003860,9e:f8:a2:ff:f2:d0,10.8.50.218,D003860,awright3859,DOT1X,Workstation,SW042/Gi1/0/3,50,2025-12-10 12:06:04+00:00,2025-12-10 15:08:50.891372927+00:00,0
S00003861,fe:05:17:90:e9:78,10.5.50.51,D003861,dsmith3860,MAB,Workstation,SW020/Gi1/0/9,50,2025-12-10 14:21:41+00:00,2025-12-10 18:26:23.165835482+00:00,0
S00003862,46:2d:37:1a:2c:52,10.2.20.214,D003862,awilliams3861,DOT1X,Workstation,SW023/Gi1/0/18,20,2025-12-10 14:14:52+00:00,2025-12-10 18:03:48.857988401+00:00,0
S00003863,0e:f9:da:54:22:98,10.6.10.103,D003863,khernandez3862,DOT1X,Workstation,SW079/Gi1/0/36,10,2025-12-10 12:16:15+00:00,2025-12-10 16:21:52.197249784+00:00,0
S00003864,96:49:21:8c:3d:f2,10.5.60.59,D003864,jgarcia3863,MAB,CorporateLaptop,SW031/Gi1/0/41,60,2025-12-10 14:41:37+00:00,2025-12-10 17:45:44.931319851+00:00,0
S00003865,36:78:b5:88:22:3b,10.10.60.167,D003865,mwilliams3864,DOT1X,Workstation,SW024/Gi1/0/35,60,2025-12-10 11:21:37+00:00,2025-12-10 14:37:37.024629383+00:00,0
S00003866,46:fd:30:6a:9b:1e,10.5.20.146,D003866,mthomas3865,DOT1X,CorporateLaptop,SW031/Gi1/0/41,20,2025-12-10 14:50:32+00:00,2025-12-10 21:41:50.618555859+00:00,0
S00003867,ae:f5:80:b6:69:a6,10.8.10.42,D003867,sthomas3866,DOT1X,Workstation,SW014/Gi1/0/18,10,2025-12-10 14:06:21+00:00,2025-12-10 20:52:07.241854556+00:00,0
S00003868,8e:96:d8:af:4a:c3,10.3.60.218,D003868,agarcia3867,DOT1X,Workstation,SW078/Gi1/0/31,60,2025-12-10 08:38:11+00:00,2025-12-10 15:48:19.338813179+00:00,0
S00003869,6e:bf:e7:63:89:12,10.7.10.191,D003869,hallen3868,DOT1X,Workstation,SW049/Gi1/0/7,10,2025-12-10 11:36:23+00:00,2025-12-10 14:41:07.316604311+00:00,0
S00003870,f2:84:04:7b:1c:5a,10.5.10.100,D003870,iscott3869,MAB,CorporateLaptop,SW020/Gi1/0/6,10,2025-12-10 09:39:08+00:00,2025-12-10 17:21:59.338502630+00:00,0
S00003871,5e:5d:68:b2:24:32,10.5.60.227,D003871,klewis3870,MAB,Workstation,SW031/Gi1/0/40,60,2025-12-10 09:42:35+00:00,2025-12-10 13:12:35.715283013+00:00,0
S00003872,46:31:94:f8:f5:a8,10.7.50.18,D003872,alee3871,MAB,Workstation,SW099/Gi1/0/20,50,2025-12-10 15:16:32+00:00,2025-12-10 18:26:25.247731875+00:00,0
S00003873,fe:68:d3:7e:b2:2f,10.10.40.242,D003873,enguyen3872,MAB,Workstation,SW061/Gi1/0/35,40,2025-12-10 14:24:10+00:00,2025-12-10 17:11:47.602129811+00:00,0
S00003874,1a:cc:fb:4f:a2:09,10.2.40.110,D003874,aanderson3873,DOT1X,Workstation,SW072/Gi1/0/47,40,2025-12-10 10:06:07+00:00,2025-12-10 12:55:13.783562628+00:00,0
S00003875,56:bb:aa:2e:e0:67,10.4.50.203,D003875,dmoore3874,DOT1X,Workstation,SW088/Gi1/0/28,50,2025-12-10 12:57:27+00:00,2025-12-10 16:35:24.001184648+00:00,0
S00003876,72:9b:27:c8:b1:5f,10.7.40.224,D003876,lsmith3875,DOT1X,Workstation,SW040/Gi1/0/6,40,2025-12-10 13:39:11+00:00,2025-12-10 21:32:13.704352395+00:00,0
S00003877,aa:be:19:49:f4:b6,10.9.50.211,D003877,klewis3876,DOT1X,CorporateLaptop,SW035/Gi1/0/32,50,2025-12-10 09:16:12+00:00,2025-12-10 15:35:32.753304592+00:00,0
S00003878,d6:ee:54:ab:b2:e7,10.2.50.36,D003878,ibrown3877,DOT1X,CorporateLaptop,SW100/Gi1/0/39,50,2025-12-10 12:13:56+00:00,2025-12-10 17:26:06.758718486+00:00,0
S00003879,26:e2:84:17:34:a7,10.8.20.106,D003879,lclark3878,DOT1X,CorporateLaptop,SW059/Gi1/0/14,20,2025-12-10 13:13:46+00:00,2025-12-10 17:18:49.575846371+00:00,0
S00003880,be:86:0f:44:b9:aa,10.6.40.30,D003880,ryoung3879,DOT1X,Workstation,SW021/Gi1/0/21,40,2025-12-10 15:29:45+00:00,2025-12-10 21:02:18.783074570+00:00,0
S00003881,ae:90:d4:c7:bb:f8,10.4.20.67,D003881,erodriguez3880,DOT1X,CorporateLaptop,SW088/Gi1/0/31,20,2025-12-10 11:45:24+00:00,2025-12-10 16:34:35.964958014+00:00,0
S00003882,de:33:67:83:e7:d9,10.7.40.153,D003882,charris3881,MAB,CorporateLaptop,SW080/Gi1/0/36,40,2025-12-10 10:02:35+00:00,2025-12-10 17:24:31.001993577+00:00,0
S00003883,fa:94:c7:a7:b3:0a,10.7.20.176,D003883,dgonzalez3882,DOT1X,Workstation,SW040/Gi1/0/9,20,2025-12-10 11:58:47+00:00,2025-12-10 15:35:54.712110084+00:00,0
S00003884,06:e1:08:17:31:ae,10.5.60.64,D003884,sthomas3883,DOT1X,CorporateLaptop,SW027/Gi1/0/3,60,2025-12-10 14:26:59+00:00,2025-12-10 17:35:12.967289477+00:00,0
S00003885,2e:ac:e1:de:b5:a7,10.1.20.24,D003885,aperez3884,DOT1X,CorporateLaptop,SW069/Gi1/0/31,20,2025-12-10 09:17:41+00:00,2025-12-10 12:56:50.727416655+00:00,0
S00003886,9e:07:b1:51:b8:39,10.1.20.103,D003886,lmartinez3885,MAB,CorporateLaptop,SW056/Gi1/0/1,20,2025-12-10 11:16:37+00:00,2025-12-10 17:46:04.678165565+00:00,0
S00003887,ee:f1:39:88:82:16,10.2.10.150,D003887,ryoung3886,DOT1X,CorporateLaptop,SW023/Gi1/0/22,10,2025-12-10 08:52:35+00:00,2025-12-10 14:12:15.760101880+00:00,0
S00003888,a6:4d:b4:36:ab:32,10.1.40.105,D003888,qthomas3887,DOT1X,Workstation,SW007/Gi1/0/15,40,2025-12-10 09:55:24+00:00,2025-12-10 16:15:39.669660624+00:00,0
S00003889,9e:6e:3b:b5:6e:7b,10.9.30.238,D003889,ljackson3888,DOT1X,Workstation,SW084/Gi1/0/22,30,2025-12-10 08:44:05+00:00,2025-12-10 13:41:15.544599872+00:00,0
S00003890,32:fe:cf:5b:a1:89,10.1.50.177,D003890,callen3889,DOT1X,CorporateLaptop,SW087/Gi1/0/42,50,2025-12-10 11:55:36+00:00,2025-12-10 16:22:00.341496957+00:00,0
S00003891,06:b1:c3:9b:68:33,10.9.30.163,D003891,amartinez3890,DOT1X,CorporateLaptop,SW093/Gi1/0/45,30,2025-12-10 13:33:40+00:00,2025-12-10 17:05:15.948385080+00:00,0
S00003892,fe:9b:e6:34:c0:6a,10.9.20.16,D003892,ajackson3891,DOT1X,Workstation,SW037/Gi1/0/33,20,2025-12-10 12:19:38+00:00,2025-12-10 19:09:50.927211256+00:00,0
S00003893,1a:ab:7f:ad:d5:44,10.2.20.232,D003893,jflores3892,DOT1X,CorporateLaptop,SW074/Gi1/0/18,20,2025-12-10 08:54:23+00:00,2025-12-10 13:01:51.272980726+00:00,0
S00003894,7e:ce:cc:a8:3f:1d,10.10.20.168,D003894,sthomas3893,DOT1X,Workstation,SW061/Gi1/0/30,20,2025-12-10 08:52:54+00:00,2025-12-10 11:07:44.465069055+00:00,0
S00003895,16:c8:80:46:7c:21,10.5.50.245,D003895,pjones3894,DOT1X,CorporateLaptop,SW027/Gi1/0/7,50,2025-12-10 11:35:28+00:00,2025-12-10 15:22:52.335062832+00:00,0
S00003896,16:2b:62:73:de:ca,10.9.10.127,D003896,jlopez3895,DOT1X,CorporateLaptop,SW095/Gi1/0/48,10,2025-12-10 09:32:15+00:00,2025-12-10 12:28:36.818048524+00:00,0
S00003897,1e:3c:49:a3:b2:c7,10.6.60.172,D003897,jhill3896,DOT1X,Workstation,SW034/Gi1/0/42,60,2025-12-10 09:12:20+00:00,2025-12-10 14:33:23.495131002+00:00,0
S00003898,f2:ab:b6:55:18:a0,10.5.20.133,D003898,swalker3897,DOT1X,CorporateLaptop,SW005/Gi1/0/17,20,2025-12-10 15:16:26+00:00,2025-12-10 20:16:19.599168413+00:00,0
S00003899,22:49:48:88:bd:32,10.6.10.216,D003899,rallen3898,MAB,CorporateLaptop,SW017/Gi1/0/2,10,2025-12-10 10:57:35+00:00,2025-12-10 15:50:12.302604046+00:00,0
S00003900,42:d1:11:9b:3e:28,10.7.40.179,D003900,mhernandez3899,MAB,Workstation,SW098/Gi1/0/41,40,2025-12-10 13:19:32+00:00,2025-12-10 16:50:00.255277998+00:00,0
S00003901,c6:af:9b:b1:0a:6f,10.7.50.104,D003901,aking3900,DOT1X,CorporateLaptop,SW008/Gi1/0/2,50,2025-12-10 11:29:50+00:00,2025-12-10 14:06:34.651408763+00:00,0
S00003902,9a:d5:cd:4b:2a:35,10.5.40.163,D003902,ithomas3901,DOT1X,CorporateLaptop,SW055/Gi1/0/6,40,2025-12-10 13:37:59+00:00,2025-12-10 16:21:21.292884200+00:00,0
S00003903,8e:c2:a4:b5:3c:43,10.9.30.36,D003903,eyoung3902,DOT1X,Workstation,SW048/Gi1/0/1,30,2025-12-10 10:43:19+00:00,2025-12-10 14:51:15.469959097+00:00,0
S00003904,f2:11:14:13:d9:29,10.10.20.172,D003904,hscott3903,DOT1X,CorporateLaptop,SW081/Gi1/0/9,20,2025-12-10 10:49:54+00:00,2025-12-10 16:35:47.200180620+00:00,0
S00003905,12:33:1a:64:6c:0c,10.9.60.120,D003905,jrodriguez3904,DOT1X,Workstation,SW084/Gi1/0/45,60,2025-12-10 14:57:02+00:00,2025-12-10 17:03:11.757371232+00:00,0
S00003906,f6:ff:5f:b4:0b:5f,10.10.30.81,D003906,knguyen3905,DOT1X,Workstation,SW046/Gi1/0/23,30,2025-12-10 12:19:05+00:00,2025-12-10 14:21:45.071832090+00:00,0
S00003907,22:d5:ca:6d:93:60,10.5.30.214,D003907,esanchez3906,DOT1X,Workstation,SW065/Gi1/0/9,30,2025-12-10 14:05:24+00:00,2025-12-10 16:52:29.529568599+00:00,0
S00003908,76:c4:32:d3:5d:cc,10.9.20.214,D003908,rrobinson3907,DOT1X,CorporateLaptop,SW084/Gi1/0/47,20,2025-12-10 08:18:29+00:00,2025-12-10 13:21:01.316156837+00:00,0
S00003909,56:55:e6:ab:5e:1a,10.2.50.23,D003909,dwalker3908,DOT1X,CorporateLaptop,SW083/Gi1/0/20,50,2025-12-10 10:38:52+00:00,2025-12-10 14:38:43.757189918+00:00,0
S00003910,c2:07:09:a9:48:df,10.5.60.157,D003910,kmiller3909,DOT1X,Workstation,SW091/Gi1/0/34,60,2025-12-10 09:08:45+00:00,2025-12-10 13:48:20.898991473+00:00,0
S00003911,12:06:cd:42:cb:4c,10.2.40.20,D003911,rrobinson3910,MAB,CorporateLaptop,SW074/Gi1/0/27,40,2025-12-10 08:17:19+00:00,2025-12-10 12:07:35.281850534+00:00,0
S00003912,16:81:05:67:53:bb,10.9.50.120,D003912,srodriguez3911,DOT1X,Workstation,SW038/Gi1/0/6,50,2025-12-10 15:48:15+00:00,2025-12-10 21:55:26.472980775+00:00,0
S00003913,ce:2e:e8:49:32:80,10.6.50.238,D003913,rhernandez3912,DOT1X,CorporateLaptop,SW057/Gi1/0/35,50,2025-12-10 14:28:41+00:00,2025-12-10 18:17:54.466137465+00:00,0
S00003914,82:af:73:8d:16:81,10.7.20.130,D003914,pjones3913,DOT1X,Workstation,SW075/Gi1/0/46,20,2025-12-10 09:40:35+00:00,2025-12-10 12:54:38.436973556+00:00,0
S00003915,c2:16:00:28:d0:23,10.5.30.43,D003915,idavis3914,DOT1X,CorporateLaptop,SW030/Gi1/0/47,30,2025-12-10 10:10:02+00:00,2025-12-10 16:44:53.113436373+00:00,0
S00003916,2a:37:10:ee:48:c3,10.2.20.68,D003916,hflores3915,DOT1X,Workstation,SW100/Gi1/0/37,20,2025-12-10 11:55:37+00:00,2025-12-10 19:43:03.362298608+00:00,0
S00003917,12:ef:7e:0f:56:98,10.8.30.17,D003917,hwilson3916,DOT1X,CorporateLaptop,SW043/Gi1/0/33,30,2025-12-10 10:23:59+00:00,2025-12-10 15:46:09.596466761+00:00,0
S00003918,b6:61:7b:3a:eb:7f,10.6.60.199,D003918,lthomas3917,MAB,Workstation,SW079/Gi1/0/36,60,2025-12-10 15:26:35+00:00,2025-12-10 17:47:17.172834167+00:00,0
S00003919,72:6d:4d:62:56:06,10.8.50.225,D003919,rmartin3918,DOT1X,Workstation,SW050/Gi1/0/47,50,2025-12-10 11:51:12+00:00,2025-12-10 18:39:44.634158011+00:00,0
S00003920,e2:69:29:4b:cc:f8,10.3.40.76,D003920,mlewis3919,DOT1X,CorporateLaptop,SW097/Gi1/0/27,40,2025-12-10 13:13:36+00:00,2025-12-10 17:47:56.236383260+00:00,0
S00003921,ca:29:40:08:6e:98,10.5.10.76,D003921,athompson3920,DOT1X,Workstation,SW070/Gi1/0/44,10,2025-12-10 13:37:23+00:00,2025-12-10 19:46:45.418179704+00:00,0
S00003922,46:fb:72:65:a5:b8,10.5.30.149,D003922,jperez3921,MAB,Workstation,SW076/Gi1/0/19,30,2025-12-10 09:19:45+00:00,2025-12-10 14:49:43.069044607+00:00,0
S00003923,82:12:f8:ea:fc:31,10.7.50.200,D003923,nking3922,DOT1X,Workstation,SW080/Gi1/0/16,50,2025-12-10 12:16:30+00:00,2025-12-10 17:16:44.209711542+00:00,0
S00003924,f6:a4:7a:06:a1:f1,10.6.40.234,D003924,dmartin3923,DOT1X,CorporateLaptop,SW034/Gi1/0/6,40,2025-12-10 11:35:39+00:00,2025-12-10 15:48:07.748578147+00:00,0
S00003925,f2:b2:e4:12:6f:fe,10.9.40.242,D003925,awalker3924,MAB,Workstation,SW035/Gi1/0/23,40,2025-12-10 13:51:29+00:00,2025-12-10 17:06:12.114470226+00:00,0
S00003926,ea:b7:e8:1a:c4:b5,10.8.30.142,D003926,jtorres3925,DOT1X,Workstation,SW086/Gi1/0/30,30,2025-12-10 11:42:05+00:00,2025-12-10 16:00:47.473429370+00:00,0
S00003927,6e:cf:89:ee:89:d7,10.1.60.164,D003927,cramirez3926,DOT1X,CorporateLaptop,SW045/Gi1/0/20,60,2025-12-10 08:27:31+00:00,2025-12-10 11:25:33.995840394+00:00,0
S00003928,32:15:09:a4:18:82,10.5.60.19,D003928,ejohnson3927,MAB,CorporateLaptop,SW070/Gi1/0/7,60,2025-12-10 11:48:16+00:00,2025-12-10 17:50:10.779645838+00:00,0
S00003929,26:25:85:84:31:46,10.4.40.26,D003929,qhernandez3928,DOT1X,Workstation,SW053/Gi1/0/22,40,2025-12-10 14:45:38+00:00,2025-12-10 17:17:21.092306523+00:00,0
S00003930,2a:18:f8:91:4b:9f,10.5.60.242,D003930,iharris3929,DOT1X,CorporateLaptop,SW005/Gi1/0/29,60,2025-12-10 14:43:52+00:00,2025-12-10 21:01:25.523075564+00:00,0
S00003931,46:c2:16:7b:58:84,10.10.20.67,D003931,jmartin3930,DOT1X,CorporateLaptop,SW046/Gi1/0/6,20,2025-12-10 09:57:38+00:00,2025-12-10 16:45:02.846451069+00:00,0
S00003932,be:7f:5a:7e:ab:ae,10.6.10.145,D003932,mlopez3931,DOT1X,CorporateLaptop,SW017/Gi1/0/26,10,2025-12-10 12:26:43+00:00,2025-12-10 18:07:55.451279020+00:00,0
S00003933,96:fd:55:bf:54:12,10.3.50.78,D003933,kwilson3932,MAB,CorporateLaptop,SW009/Gi1/0/19,50,2025-12-10 13:10:43+00:00,2025-12-10 20:07:19.071520025+00:00,0
S00003934,8e:a9:7f:7e:b4:62,10.8.50.53,D003934,mbrown3933,DOT1X,CorporateLaptop,SW025/Gi1/0/29,50,2025-12-10 14:07:34+00:00,2025-12-10 18:11:25.300165474+00:00,0
S00003935,d2:a8:ab:f6:9b:41,10.5.20.204,D003935,cmartinez3934,DOT1X,Workstation,SW030/Gi1/0/1,20,2025-12-10 10:29:36+00:00,2025-12-10 15:29:31.742695472+00:00,0
S00003936,86:36:18:71:03:57,10.3.60.129,D003936,eyoung3935,MAB,Workstation,SW078/Gi1/0/40,60,2025-12-10 10:55:18+00:00,2025-12-10 15:56:16.491597988+00:00,0
S00003937,c6:3b:85:7c:c0:b1,10.8.50.36,D003937,csmith3936,MAB,CorporateLaptop,SW025/Gi1/0/20,50,2025-12-10 14:58:44+00:00,2025-12-10 20:48:07.753371810+00:00,0
S00003938,02:50:fc:d6:9c:57,10.5.20.98,D003938,eking3937,MAB,CorporateLaptop,SW082/Gi1/0/20,20,2025-12-10 13:34:01+00:00,2025-12-10 18:23:16.972563474+00:00,0
S00003939,62:01:54:ed:ff:0b,10.5.40.113,D003939,mwilson3938,DOT1X,Workstation,SW020/Gi1/0/6,40,2025-12-10 09:09:19+00:00,2025-12-10 11:30:46.792830869+00:00,0
S00003940,ba:26:83:4e:01:83,10.8.60.110,D003940,rallen3939,DOT1X,CorporateLaptop,SW086/Gi1/0/21,60,2025-12-10 11:25:32+00:00,2025-12-10 16:30:55.227259031+00:00,0
S00003941,c2:ec:98:78:a2:ed,10.5.50.194,D003941,chernandez3940,MAB,CorporateLaptop,SW055/Gi1/0/20,50,2025-12-10 08:14:17+00:00,2025-12-10 10:24:10.223584940+00:00,0
S00003942,3e:16:5f:f1:90:33,10.7.30.126,D003942,pking3941,DOT1X,Workstation,SW008/Gi1/0/3,30,2025-12-10 14:08:21+00:00,2025-12-10 18:45:27.611138576+00:00,0
S00003943,b6:d3:c9:45:f4:54,10.6.50.156,D003943,ethompson3942,DOT1X,Workstation,SW011/Gi1/0/28,50,2025-12-10 10:43:48+00:00,2025-12-10 12:55:26.239571655+00:00,0
S00003944,66:78:db:03:95:6a,10.7.20.208,D003944,cwright3943,MAB,CorporateLaptop,SW008/Gi1/0/14,20,2025-12-10 13:53:00+00:00,2025-12-10 18:46:21.277914669+00:00,0
S00003945,9e:ea:af:97:f5:32,10.7.60.232,D003945,hwilliams3944,DOT1X,CorporateLaptop,SW040/Gi1/0/18,60,2025-12-10 15:33:20+00:00,2025-12-10 19:47:05.027181023+00:00,0
S00003946,6a:60:3d:1a:3e:c8,10.5.60.67,D003946,ayoung3945,DOT1X,CorporateLaptop,SW030/Gi1/0/4,60,2025-12-10 10:43:22+00:00,2025-12-10 15:46:47.368490447+00:00,0
S00003947,9e:85:e4:5d:01:16,10.9.20.161,D003947,ohernandez3946,DOT1X,Workstation,SW006/Gi1/0/31,20,2025-12-10 15:55:08+00:00,2025-12-10 21:06:04.352362433+00:00,0
S00003948,6a:da:88:16:fb:ff,10.2.50.168,D003948,randerson3947,DOT1X,Workstation,SW072/Gi1/0/7,50,2025-12-10 10:51:05+00:00,2025-12-10 17:36:49.722315569+00:00,0
S00003949,22:c0:0c:ab:d2:ed,10.4.60.172,D003949,sjohnson3948,DOT1X,CorporateLaptop,SW088/Gi1/0/29,60,2025-12-10 10:36:57+00:00,2025-12-10 18:16:12.340293356+00:00,0
S00003950,12:1a:69:2e:bf:e4,10.1.20.182,D003950,shill3949,DOT1X,Workstation,SW087/Gi1/0/21,20,2025-12-10 14:35:01+00:00,2025-12-10 18:04:01.142127991+00:00,0
S00003951,92:71:10:d1:b9:45,10.8.50.35,D003951,ssanchez3950,DOT1X,CorporateLaptop,SW015/Gi1/0/36,50,2025-12-10 08:23:54+00:00,2025-12-10 15:52:19.135680313+00:00,0
S00003952,ca:8e:75:33:07:57,10.9.40.245,D003952,eflores3951,DOT1X,CorporateLaptop,SW090/Gi1/0/20,40,2025-12-10 12:46:49+00:00,2025-12-10 17:02:07.498695508+00:00,0
S00003953,6a:e3:de:b5:58:46,10.8.30.186,D003953,athompson3952,MAB,Workstation,SW042/Gi1/0/32,30,2025-12-10 09:17:58+00:00,2025-12-10 12:17:01.725423088+00:00,0
S00003954,96:9d:d7:7b:36:c5,10.5.40.85,D003954,kmiller3953,MAB,Workstation,SW020/Gi1/0/45,40,2025-12-10 12:55:36+00:00,2025-12-10 18:32:16.441746376+00:00,0
S00003955,56:1d:33:a5:85:1a,10.8.30.106,D003955,qwilson3954,DOT1X,Workstation,SW013/Gi1/0/13,30,2025-12-10 10:12:30+00:00,2025-12-10 14:33:33.973078256+00:00,0
S00003956,2a:d3:03:c7:a4:f7,10.7.50.58,D003956,lmoore3955,DOT1X,CorporateLaptop,SW080/Gi1/0/6,50,2025-12-10 15:40:06+00:00,2025-12-10 19:35:28.143975520+00:00,0
S00003957,2e:56:79:c0:a9:d6,10.8.60.156,D003957,rgarcia3956,DOT1X,Workstation,SW025/Gi1/0/30,60,2025-12-10 10:28:38+00:00,2025-12-10 16:13:09.936620591+00:00,0
S00003958,62:51:b6:9c:04:e7,10.4.20.234,D003958,mnguyen3957,DOT1X,Workstation,SW066/Gi1/0/8,20,2025-12-10 09:47:12+00:00,2025-12-10 15:57:39.005193559+00:00,0
S00003959,1e:56:a6:d3:7e:03,10.6.20.108,D003959,lhill3958,DOT1X,CorporateLaptop,SW057/Gi1/0/11,20,2025-12-10 14:01:24+00:00,2025-12-10 18:42:19.543648058+00:00,0
S00003960,0e:79:79:1e:52:0f,10.9.40.238,D003960,ethompson3959,DOT1X,CorporateLaptop,SW095/Gi1/0/37,40,2025-12-10 12:10:32+00:00,2025-12-10 15:50:26.206887464+00:00,0
S00003961,4e:67:17:f4:1f:dc,10.7.60.185,D003961,lwhite3960,MAB,Workstation,SW075/Gi1/0/33,60,2025-12-10 13:18:59+00:00,2025-12-10 20:02:01.250384085+00:00,0
S00003962,5e:8a:ab:2e:79:66,10.7.60.196,D003962,alewis3961,DOT1X,CorporateLaptop,SW080/Gi1/0/2,60,2025-12-10 09:33:56+00:00,2025-12-10 15:26:54.108071554+00:00,0
S00003963,ae:d9:6a:9b:4f:00,10.7.30.24,D003963,jramirez3962,MAB,Workstation,SW049/Gi1/0/29,30,2025-12-10 10:07:03+00:00,2025-12-10 15:53:48.126153699+00:00,0
S00003964,fa:11:36:62:62:d3,10.5.50.102,D003964,ewilliams3963,DOT1X,CorporateLaptop,SW055/Gi1/0/32,50,2025-12-10 09:55:00+00:00,2025-12-10 17:25:52.713988819+00:00,0
S00003965,e6:1e:9f:2e:6d:9a,10.8.60.127,D003965,operez3964,DOT1X,CorporateLaptop,SW014/Gi1/0/16,60,2025-12-10 14:00:20+00:00,2025-12-10 21:59:07.554200296+00:00,0
S00003966,f6:41:6f:83:ea:8e,10.10.20.243,D003966,ryoung3965,MAB,CorporateLaptop,SW081/Gi1/0/36,20,2025-12-10 12:52:19+00:00,2025-12-10 15:09:01.257001914+00:00,0
S00003967,82:35:10:aa:7a:08,10.6.10.202,D003967,aallen3966,MAB,Workstation,SW079/Gi1/0/35,10,2025-12-10 10:37:04+00:00,2025-12-10 14:08:41.325638484+00:00,0
S00003968,be:03:42:c3:bc:94,10.5.60.150,D003968,twhite3967,MAB,CorporateLaptop,SW031/Gi1/0/31,60,2025-12-10 08:55:16+00:00,2025-12-10 15:47:05.749572887+00:00,0
S00003969,9e:fb:4a:28:e6:9a,10.8.10.214,D003969,hscott3968,DOT1X,Workstation,SW014/Gi1/0/13,10,2025-12-10 12:50:38+00:00,2025-12-10 15:26:51.236272917+00:00,0
S00003970,3e:f4:7b:88:c3:5f,10.10.10.62,D003970,owhite3969,DOT1X,CorporateLaptop,SW081/Gi1/0/14,10,2025-12-10 09:11:33+00:00,2025-12-10 11:21:42.825259310+00:00,0
S00003971,5e:d5:8c:7d:85:ef,10.7.20.47,D003971,dthomas3970,DOT1X,CorporateLaptop,SW080/Gi1/0/27,20,2025-12-10 15:41:25+00:00,2025-12-10 19:40:10.384296696+00:00,0
S00003972,d2:9f:7e:66:1f:28,10.10.50.208,D003972,dmoore3971,DOT1X,CorporateLaptop,SW081/Gi1/0/5,50,2025-12-10 09:56:51+00:00,2025-12-10 16:40:24.798224215+00:00,0
S00003973,22:7e:61:2a:9e:9a,10.5.50.199,D003973,jramirez3972,MAB,Workstation,SW005/Gi1/0/20,50,2025-12-10 10:51:22+00:00,2025-12-10 15:19:11.225453743+00:00,0
S00003974,86:f5:c4:4c:2a:93,10.4.20.125,D003974,escott3973,DOT1X,Workstation,SW088/Gi1/0/48,20,2025-12-10 12:03:52+00:00,2025-12-10 15:20:52.322461456+00:00,0
S00003975,42:bf:11:3a:8c:e9,10.1.50.86,D003975,mmartinez3974,DOT1X,CorporateLaptop,SW036/Gi1/0/31,50,2025-12-10 09:55:51+00:00,2025-12-10 12:57:08.953721166+00:00,0
S00003976,c2:a9:81:f5:96:e4,10.10.60.23,D003976,mlopez3975,DOT1X,Workstation,SW024/Gi1/0/42,60,2025-12-10 15:40:21+00:00,2025-12-10 20:58:38.451364320+00:00,0
S00003977,3a:2f:7f:c3:6e:13,10.5.10.44,D003977,cclark3976,DOT1X,Workstation,SW055/Gi1/0/16,10,2025-12-10 12:43:38+00:00,2025-12-10 16:50:12.984009854+00:00,0
S00003978,76:66:c6:22:15:a9,10.1.60.196,D003978,qwalker3977,MAB,Workstation,SW087/Gi1/0/36,60,2025-12-10 13:26:50+00:00,2025-12-10 19:13:24.688049718+00:00,0
S00003979,02:b8:47:e5:a7:6c,10.9.40.157,D003979,dthomas3978,DOT1X,Workstation,SW084/Gi1/0/36,40,2025-12-10 08:51:55+00:00,2025-12-10 15:37:18.449534848+00:00,0
S00003980,06:40:2a:76:52:ca,10.6.60.205,D003980,esanchez3979,DOT1X,CorporateLaptop,SW017/Gi1/0/9,60,2025-12-10 13:13:34+00:00,2025-12-10 15:14:59.962230740+00:00,0
S00003981,96:ff:52:ff:ae:57,10.7.10.22,D003981,jsmith3980,DOT1X,CorporateLaptop,SW099/Gi1/0/11,10,2025-12-10 14:11:40+00:00,2025-12-10 18:08:27.417916242+00:00,0
S00003982,5e:58:ef:43:64:e3,10.7.20.215,D003982,rlopez3981,MAB,Workstation,SW080/Gi1/0/21,20,2025-12-10 10:57:31+00:00,2025-12-10 16:14:10.696119021+00:00,0
S00003983,fa:56:ac:05:4e:f0,10.9.30.142,D003983,dhill3982,DOT1X,CorporateLaptop,SW095/Gi1/0/31,30,2025-12-10 14:08:11+00:00,2025-12-10 20:11:32.008184573+00:00,0
S00003984,9e:5f:15:83:c7:46,10.9.50.49,D003984,dwhite3983,MAB,Workstation,SW095/Gi1/0/35,50,2025-12-10 08:42:52+00:00,2025-12-10 12:32:20.581643610+00:00,0
