device_id,device_type,os,mac,hostname,owner_user_id,attached_switch_id,attached_interface,vlan
D000938,laptop,Windows,72:76:b1:4b:81:38,LAP-LFLORES0937,U00938,SW032,Gi1/0/16,10
D000939,laptop,Windows,fa:60:45:65:d2:31,LAP-HPEREZ0938,U00939,SW070,Gi1/0/29,30
D000940,laptop,Windows,3e:b8:10:4b:56:82,LAP-ATAYLOR0939,U00940,SW007,Gi1/0/45,30
D000941,laptop,Windows,82:1b:86:0a:1d:56,LAP-MWILLIAMS094,U00941,SW017,Gi1/0/3,60
D000942,laptop,Windows,52:16:b1:0c:f0:f1,LAP-LLOPEZ0941,U00942,SW086,Gi1/0/25,50
D000943,laptop,Windows,42:c5:7d:40:85:a3,LAP-CSCOTT0942,U00943,SW099,Gi1/0/37,60
D000944,laptop,Windows,7a:6d:06:23:12:c9,LAP-LJACKSON0943,U00944,SW093,Gi1/0/16,40
D000945,laptop,Windows,c2:e4:b1:d6:75:21,LAP-ITORRES0944,U00945,SW081,Gi1/0/39,60
D000946,laptop,Windows,ba:48:28:d9:cc:38,LAP-DPEREZ0945,U00946,SW013,Gi1/0/22,30
D000947,laptop,Windows,aa:4b:fc:6f:29:c3,LAP-EPEREZ0946,U00947,SW031,Gi1/0/1,10
D000948,laptop,Windows,7a:56:d6:80:76:b3,LAP-OMOORE0947,U00948,SW087,Gi1/0/13,20
D000949,laptop,Windows,8e:b5:1d:ba:48:29,LAP-ATHOMPSON094,U00949,SW075,Gi1/0/21,30
D000950,laptop,Windows,9a:42:fc:10:13:61,LAP-HWILLIAMS094,U00950,SW086,Gi1/0/30,50
D000951,laptop,Windows,22:22:0a:bb:0b:ba,LAP-LWILLIAMS095,U00951,SW040,Gi1/0/8,20
D000952,laptop,Windows,ea:81:99:e5:11:8d,LAP-TMARTIN0951,U00952,SW061,Gi1/0/25,20
D000953,laptop,Windows,7a:27:2b:cf:29:be,LAP-MWHITE0952,U00953,SW076,Gi1/0/38,40
D000954,laptop,Windows,da:a6:06:2c:ae:a6,LAP-KTHOMPSON095,U00954,SW081,Gi1/0/19,10
D000955,laptop,Windows,d2:8f:4a:7b:a3:f8,LAP-IMOORE0954,U00955,SW076,Gi1/0/10,60
D000956,laptop,Windows,fa:d5:43:29:e2:05,LAP-ELOPEZ0955,U00956,SW006,Gi1/0/33,60
D000957,laptop,Windows,5e:f6:23:16:6a:09,LAP-ELEWIS0956,U00957,SW020,Gi1/0/31,50
D000958,laptop,Windows,2a:ad:11:80:aa:9b,LAP-LHARRIS0957,U00958,SW049,Gi1/0/19,60
D000959,laptop,Windows,8a:c0:a0:47:9d:86,LAP-MJOHNSON0958,U00959,SW073,Gi1/0/40,10
D000960,laptop,Windows,ea:99:b5:03:68:1b,LAP-EJACKSON0959,U00960,SW098,Gi1/0/39,20
D000961,laptop,Windows,3e:cf:6a:9b:92:69,LAP-LLEWIS0960,U00961,SW031,Gi1/0/5,60
D000962,laptop,Windows,7a:5c:23:44:bc:96,LAP-SYOUNG0961,U00962,SW081,Gi1/0/29,20
D000963,laptop,Windows,ea:1d:42:57:6e:73,LAP-ELOPEZ0962,U00963,SW070,Gi1/0/31,50
D000964,laptop,Windows,4e:b9:4c:8d:96:1c,LAP-MTORRES0963,U00964,SW027,Gi1/0/10,40
D000965,laptop,Windows,b2:c4:12:d8:0b:07,LAP-ACLARK0964,U00965,SW017,Gi1/0/9,20
D000966,laptop,Windows,a6:7e:cc:ed:c6:3a,LAP-RMOORE0965,U00966,SW064,Gi1/0/8,30
D000967,laptop,Windows,4a:2c:51:f6:d2:b1,LAP-PSANCHEZ0966,U00967,SW034,Gi1/0/16,30
D000968,laptop,Windows,c6:1a:04:39:7e:89,LAP-EWRIGHT0967,U00968,SW021,Gi1/0/13,60
D000969,laptop,Windows,56:0c:f0:12:80:11,LAP-IMARTINEZ096,U00969,SW021,Gi1/0/34,40
D000970,laptop,Windows,4a:e6:08:bc:8e:28,LAP-EMILLER0969,U00970,SW021,Gi1/0/45,30
D000971,laptop,Windows,52:9e:77:40:a7:84,LAP-MMOORE0970,U00971,SW010,Gi1/0/23,50
D000972,laptop,Windows,ee:a7:62:35:80:e2,LAP-LBROWN0971,U00972,SW019,Gi1/0/40,10
D000973,laptop,Windows,02:a3:9f:6a:f9:22,LAP-RKING0972,U00973,SW099,Gi1/0/25,20
D000974,laptop,Windows,a2:42:21:27:78:59,LAP-AHILL0973,U00974,SW019,Gi1/0/47,40
D000975,laptop,Windows,ca:b1:e2:ea:10:8c,LAP-CHARRIS0974,U00975,SW040,Gi1/0/19,40
D000976,laptop,Windows,f2:e8:c3:00:5d:1f,LAP-PFLORES0975,U00976,SW049,Gi1/0/36,10
D000977,laptop,Windows,2a:ed:71:e6:ee:52,LAP-JWILLIAMS097,U00977,SW074,Gi1/0/41,20
D000978,laptop,Windows,4a:d7:fc:cb:f4:89,LAP-KSANCHEZ0977,U00978,SW031,Gi1/0/44,30
D000979,laptop,Windows,2a:21:6b:41:26:49,LAP-AMOORE0978,U00979,SW086,Gi1/0/20,10
D000980,laptop,Windows,62:75:35:94:77:c6,LAP-ELOPEZ0979,U00980,SW081,Gi1/0/18,40
D000981,laptop,Windows,52:9a:3b:45:18:01,LAP-KGONZALEZ098,U00981,SW050,Gi1/0/1,60
D000982,laptop,Windows,0a:58:ee:23:bc:75,LAP-LPEREZ0981,U00982,SW092,Gi1/0/30,60
D000983,laptop,Windows,2e:e8:3d:11:91:ff,LAP-ASANCHEZ0982,U00983,SW035,Gi1/0/27,40
D000984,laptop,Windows,32:69:a7:70:48:22,LAP-LMILLER0983,U00984,SW049,Gi1/0/19,20
D000985,laptop,Windows,82:98:c7:01:c2:41,LAP-HHARRIS0984,U00985,SW062,Gi1/0/11,50
D000986,laptop,Windows,1a:63:52:14:32:c2,LAP-QNGUYEN0985,U00986,SW019,Gi1/0/42,40
D000987,laptop,Windows,d6:f5:90:fb:d2:56,LAP-ASMITH0986,U00987,SW009,Gi1/0/48,10
D000988,laptop,Windows,46:70:df:c0:fe:c0,LAP-CSCOTT0987,U00988,SW100,Gi1/0/48,10
D000989,laptop,Windows,e2:a6:0c:39:a2:a2,LAP-SHARRIS0988,U00989,SW006,Gi1/0/22,60
D000990,laptop,Windows,f6:a2:12:20:90:aa,LAP-TWILSON0989,U00990,SW006,Gi1/0/36,60
D000991,laptop,Windows,f2:9f:12:55:31:64,LAP-AROBINSON099,U00991,SW011,Gi1/0/40,30
D000992,laptop,Windows,9a:72:20:c3:87:ab,LAP-LHARRIS0991,U00992,SW056,Gi1/0/38,20
D000993,laptop,Windows,b2:9c:50:50:ac:a3,LAP-TWALKER0992,U00993,SW027,Gi1/0/18,10
D000994,laptop,Windows,8e:9a:ba:69:16:3b,LAP-ABROWN0993,U00994,SW021,Gi1/0/43,20
D000995,laptop,Windows,8a:38:1b:89:86:e8,LAP-MWILLIAMS099,U00995,SW088,Gi1/0/32,10
D000996,laptop,Windows,22:0f:28:0b:4b:72,LAP-LSANCHEZ0995,U00996,SW096,Gi1/0/5,10
D000997,laptop,Windows,6e:0e:c6:80:47:02,LAP-EGONZALEZ099,U00997,SW091,Gi1/0/8,60
D000998,laptop,Windows,ca:d3:32:1d:1d:60,LAP-DMARTINEZ099,U00998,SW032,Gi1/0/24,50
D000999,laptop,Windows,ee:63:93:01:83:03,LAP-HTAYLOR0998,U00999,SW009,Gi1/0/46,50
D001000,laptop,Windows,52:0a:10:a7:12:8a,LAP-EROBINSON099,U01000,SW097,Gi1/0/36,10
D001001,laptop,Windows,82:e1:f9:cf:96:24,LAP-EDAVIS1000,U01001,SW056,Gi1/0/31,30
D001002,laptop,Windows,f6:e3:ae:b7:eb:ce,LAP-CHILL1001,U01002,SW098,Gi1/0/30,40
D001003,laptop,Windows,46:82:07:57:dd:50,LAP-JTAYLOR1002,U01003,SW017,Gi1/0/45,40
D001004,laptop,Windows,72:7d:4d:3a:63:e3,LAP-JMILLER1003,U01004,SW096,Gi1/0/26,20
D001005,laptop,Windows,4a:2d:c2:d6:a9:7f,LAP-RWILLIAMS100,U01005,SW031,Gi1/0/20,30
D001006,laptop,Windows,32:74:b8:2d:23:7b,LAP-EWRIGHT1005,U01006,SW082,Gi1/0/19,50
D001007,laptop,Windows,0a:19:c4:11:37:36,LAP-JJONES1006,U01007,SW011,Gi1/0/26,60
D001008,laptop,Windows,3e:2b:a5:70:7f:87,LAP-RTAYLOR1007,U01008,SW078,Gi1/0/11,60
D001009,laptop,Windows,6e:50:81:84:76:77,LAP-MCLARK1008,U01009,SW046,Gi1/0/47,50
D001010,laptop,Windows,32:93:64:63:04:50,LAP-HLEE1009,U01010,SW097,Gi1/0/45,20
D001011,laptop,Windows,ee:71:15:3a:bf:2a,LAP-EHERNANDEZ10,U01011,SW014,Gi1/0/19,60
D001012,laptop,Windows,ce:73:95:b9:f2:e0,LAP-MJONES1011,U01012,SW021,Gi1/0/36,40
D001013,laptop,Windows,86:d2:7d:f8:a2:fc,LAP-SLEWIS1012,U01013,SW065,Gi1/0/38,50
D001014,laptop,Windows,6a:0d:39:12:04:5b,LAP-LMARTIN1013,U01014,SW083,Gi1/0/30,30
D001015,laptop,Windows,8e:f3:71:85:a8:8e,LAP-AJOHNSON1014,U01015,SW092,Gi1/0/6,40
D001016,laptop,Windows,46:37:94:e2:70:5a,LAP-ADAVIS1015,U01016,SW012,Gi1/0/5,40
D001017,laptop,Windows,0e:c1:e8:20:d0:99,LAP-LTHOMPSON101,U01017,SW002,Gi1/0/35,50
D001018,laptop,Windows,c2:76:01:16:49:e2,LAP-IMILLER1017,U01018,SW036,Gi1/0/6,10
D001019,laptop,Windows,5a:47:b9:ed:b7:00,LAP-ITHOMAS1018,U01019,SW010,Gi1/0/40,40
D001020,laptop,Windows,d2:03:53:2d:fd:a2,LAP-RJONES1019,U01020,SW040,Gi1/0/21,20
D001021,laptop,Windows,26:e3:4e:e8:89:1c,LAP-EYOUNG1020,U01021,SW048,Gi1/0/39,10
D001022,laptop,Windows,a2:c4:97:4a:d0:0f,LAP-RSANCHEZ1021,U01022,SW100,Gi1/0/7,50
D001023,laptop,Windows,96:d8:c6:63:a0:48,LAP-JYOUNG1022,U01023,SW005,Gi1/0/19,40
D001024,laptop,Windows,ae:c0:a4:c5:ca:fa,LAP-CWILLIAMS102,U01024,SW032,Gi1/0/8,30
D001025,laptop,Windows,6e:b5:2c:4b:c3:a2,LAP-CTHOMAS1024,U01025,SW035,Gi1/0/24,50
D001026,laptop,Windows,7a:48:8e:ee:f9:3f,LAP-MHERNANDEZ10,U01026,SW057,Gi1/0/4,10
D001027,laptop,Windows,22:e3:1b:e5:f4:3e,LAP-OHARRIS1026,U01027,SW032,Gi1/0/14,60
D001028,laptop,Windows,12:2e:13:d2:b3:5d,LAP-CALLEN1027,U01028,SW065,Gi1/0/15,20
D001029,laptop,Windows,02:96:6f:22:e1:a1,LAP-LMARTINEZ102,U01029,SW087,Gi1/0/25,10
D001030,laptop,Windows,8e:f0:71:c1:f4:10,LAP-EWALKER1029,U01030,SW072,Gi1/0/1,50
D001031,laptop,Windows,ba:30:dc:81:ae:00,LAP-AWHITE1030,U01031,SW069,Gi1/0/16,60
D001032,laptop,Windows,b2:27:2f:5d:39:68,LAP-EALLEN1031,U01032,SW012,Gi1/0/36,60
D001033,laptop,Windows,1a:73:a6:96:43:89,LAP-LBROWN1032,U01033,SW091,Gi1/0/20,50
D001034,laptop,Windows,ca:b2:1c:75:d6:91,LAP-DFLORES1033,U01034,SW057,Gi1/0/29,60
D001035,laptop,Windows,c6:a6:69:6d:d4:82,LAP-EMOORE1034,U01035,SW017,Gi1/0/42,20
D001036,laptop,Windows,f6:47:2b:2f:84:cd,LAP-LLOPEZ1035,U01036,SW065,Gi1/0/25,50
D001037,laptop,Windows,fe:bc:0c:ae:d4:8d,LAP-JDAVIS1036,U01037,SW048,Gi1/0/43,10
D001038,laptop,Windows,06:ac:5e:68:06:c5,LAP-MFLORES1037,U01038,SW093,Gi1/0/48,60
D001039,laptop,Windows,6a:d0:69:38:c9:be,LAP-SSCOTT1038,U01039,SW066,Gi1/0/26,50
D001040,laptop,Windows,ee:fa:af:a9:5f:eb,LAP-SGARCIA1039,U01040,SW097,Gi1/0/24,40
D001041,laptop,Windows,d2:b8:94:70:82:c8,LAP-CMOORE1040,U01041,SW098,Gi1/0/16,60
D001042,laptop,Windows,36:34:a5:11:e5:5f,LAP-OROBINSON104,U01042,SW023,Gi1/0/42,40
D001043,laptop,Windows,6e:9e:83:63:d4:fc,LAP-EWHITE1042,U01043,SW030,Gi1/0/38,20
D001044,laptop,Windows,22:f9:2b:d2:eb:49,LAP-CDAVIS1043,U01044,SW020,Gi1/0/10,40
D001045,laptop,Windows,ca:e8:30:f1:d8:46,LAP-CANDERSON104,U01045,SW023,Gi1/0/32,10
D001046,laptop,Windows,2a:3b:67:74:4c:ed,LAP-SANDERSON104,U01046,SW072,Gi1/0/13,60
D001047,laptop,Windows,62:46:1c:ee:08:62,LAP-ALOPEZ1046,U01047,SW096,Gi1/0/48,40
D001048,laptop,Windows,da:9b:da:44:91:1b,LAP-LHILL1047,U01048,SW049,Gi1/0/16,10
D001049,laptop,Windows,9e:ab:23:9e:7d:e7,LAP-RRODRIGUEZ10,U01049,SW083,Gi1/0/5,40
D001050,laptop,Windows,52:e9:2b:1c:90:ed,LAP-ALEWIS1049,U01050,SW078,Gi1/0/48,40
D001051,laptop,Windows,3a:e7:1b:75:39:6c,LAP-ATORRES1050,U01051,SW025,Gi1/0/30,60
D001052,laptop,Windows,d6:7a:48:aa:55:62,LAP-CYOUNG1051,U01052,SW087,Gi1/0/44,50
D001053,laptop,Windows,16:51:a6:36:3c:9e,LAP-PYOUNG1052,U01053,SW048,Gi1/0/43,20
D001054,laptop,Windows,52:a7:67:ea:39:fc,LAP-SMILLER1053,U01054,SW002,Gi1/0/22,10
D001055,laptop,Windows,3e:2d:68:44:b7:e1,LAP-NGARCIA1054,U01055,SW075,Gi1/0/22,30
D001056,laptop,Windows,92:d7:3e:7c:86:18,LAP-EYOUNG1055,U01056,SW091,Gi1/0/41,50
D001057,laptop,Windows,92:8a:59:0e:f9:f2,LAP-RROBINSON105,U01057,SW024,Gi1/0/19,50
D001058,laptop,Windows,96:e6:0a:82:ca:1c,LAP-CROBINSON105,U01058,SW027,Gi1/0/12,60
D001059,laptop,Windows,aa:74:f7:69:f6:73,LAP-DTAYLOR1058,U01059,SW076,Gi1/0/28,50
D001060,laptop,Windows,d2:e1:d6:88:4e:59,LAP-MLEE1059,U01060,SW098,Gi1/0/29,40
D001061,laptop,Windows,36:04:14:4d:f2:0a,LAP-CSMITH1060,U01061,SW025,Gi1/0/40,50
D001062,laptop,Windows,6e:0a:d8:56:46:b2,LAP-LLOPEZ1061,U01062,SW042,Gi1/0/8,50
D001063,laptop,Windows,ee:80:f2:51:2d:93,LAP-JPEREZ1062,U01063,SW072,Gi1/0/24,10
D001064,laptop,Windows,2a:1e:13:68:88:79,LAP-EGARCIA1063,U01064,SW088,Gi1/0/28,10
D001065,laptop,Windows,42:18:a8:2b:5a:2c,LAP-TGARCIA1064,U01065,SW005,Gi1/0/47,20
D001066,laptop,Windows,4a:d9:b3:6c:53:bf,LAP-EJOHNSON1065,U01066,SW019,Gi1/0/11,60
D001067,laptop,Windows,2e:19:d3:fa:28:dc,LAP-QRODRIGUEZ10,U01067,SW092,Gi1/0/30,60
D001068,laptop,Windows,b2:fa:6e:aa:51:d6,LAP-EFLORES1067,U01068,SW055,Gi1/0/29,10
D001069,laptop,Windows,be:19:90:80:5d:3f,LAP-IRAMIREZ1068,U01069,SW079,Gi1/0/46,60
D001070,laptop,Windows,9a:2b:35:8d:fc:0a,LAP-SNGUYEN1069,U01070,SW008,Gi1/0/21,10
D001071,laptop,Windows,ce:dd:70:17:49:33,LAP-EHERNANDEZ10,U01071,SW010,Gi1/0/9,50
D001072,laptop,Windows,fe:3b:d8:a9:0b:e2,LAP-LWHITE1071,U01072,SW076,Gi1/0/27,40
D001073,laptop,Windows,ee:91:73:36:27:7e,LAP-ASCOTT1072,U01073,SW038,Gi1/0/42,40
D001074,laptop,Windows,be:17:cd:ff:6d:ef,LAP-LANDERSON107,U01074,SW096,Gi1/0/8,50
D001075,laptop,Windows,5a:08:83:6f:f0:69,LAP-PCLARK1074,U01075,SW042,Gi1/0/35,60
D001076,laptop,Windows,4e:6b:a4:f9:35:4d,LAP-ARAMIREZ1075,U01076,SW087,Gi1/0/25,50
D001077,laptop,Windows,52:af:9a:f2:a2:d2,LAP-SKING1076,U01077,SW056,Gi1/0/39,40
D001078,laptop,Windows,1e:59:af:bc:0d:dc,LAP-LHILL1077,U01078,SW072,Gi1/0/16,40
D001079,laptop,Windows,aa:0b:fe:fd:6f:0c,LAP-CHARRIS1078,U01079,SW069,Gi1/0/41,60
D001080,laptop,Windows,6a:73:5c:e4:5c:b3,LAP-CWHITE1079,U01080,SW012,Gi1/0/7,50
D001081,laptop,Windows,4e:3a:5d:06:0a:cb,LAP-NWRIGHT1080,U01081,SW082,Gi1/0/26,40
D001082,laptop,Windows,1a:c8:03:49:13:f9,LAP-JRAMIREZ1081,U01082,SW099,Gi1/0/25,40
D001083,laptop,Windows,62:96:f8:31:99:0a,LAP-AANDERSON108,U01083,SW038,Gi1/0/14,20
D001084,laptop,Windows,96:02:3b:2e:3f:0b,LAP-ASANCHEZ1083,U01084,SW035,Gi1/0/7,60
D001085,laptop,Windows,6e:50:2b:db:e5:12,LAP-SPEREZ1084,U01085,SW062,Gi1/0/46,50
D001086,laptop,Windows,6e:3e:ba:8f:c9:69,LAP-IMARTINEZ108,U01086,SW065,Gi1/0/21,10
D001087,laptop,Windows,9a:06:09:56:15:95,LAP-NLEE1086,U01087,SW038,Gi1/0/45,50
D001088,laptop,Windows,22:4d:cf:82:58:2a,LAP-THARRIS1087,U01088,SW027,Gi1/0/16,60
D001089,laptop,Windows,86:63:86:68:79:e1,LAP-RTORRES1088,U01089,SW098,Gi1/0/31,50
D001090,laptop,Windows,a2:ec:b6:6a:5e:5b,LAP-KWHITE1089,U01090,SW086,Gi1/0/27,60
D001091,laptop,Windows,d2:7c:29:cd:b5:1e,LAP-HMILLER1090,U01091,SW059,Gi1/0/20,50
D001092,laptop,Windows,6a:b0:a8:59:1c:cc,LAP-AFLORES1091,U01092,SW038,Gi1/0/24,60
D001093,laptop,Windows,be:fb:9d:92:b4:85,LAP-KWHITE1092,U01093,SW036,Gi1/0/13,40
D001094,laptop,Windows,12:5f:36:84:c4:41,LAP-RLOPEZ1093,U01094,SW039,Gi1/0/7,30
D001095,laptop,Windows,8a:6f:b8:47:ba:50,LAP-CWALKER1094,U01095,SW062,Gi1/0/33,30
D001096,laptop,Windows,0a:87:75:10:75:67,LAP-MTHOMAS1095,U01096,SW002,Gi1/0/14,60
D001097,laptop,Windows,1e:cf:aa:67:61:97,LAP-RANDERSON109,U01097,SW069,Gi1/0/26,50
D001098,laptop,Windows,72:5e:18:79:af:eb,LAP-TKING1097,U01098,SW061,Gi1/0/27,10
D001099,laptop,Windows,46:59:b0:a4:13:e3,LAP-TWRIGHT1098,U01099,SW014,Gi1/0/48,30
D001100,laptop,Windows,72:e4:9b:98:9b:ed,LAP-RLEE1099,U01100,SW025,Gi1/0/41,10
D001101,laptop,Windows,ae:61:0a:9e:a4:d3,LAP-AANDERSON110,U01101,SW028,Gi1/0/9,60
D001102,laptop,Windows,7a:17:43:58:22:f7,LAP-MWRIGHT1101,U01102,SW094,Gi1/0/3,30
D001103,laptop,Windows,e2:5f:70:7a:83:53,LAP-AMILLER1102,U01103,SW095,Gi1/0/47,10
D001104,laptop,Windows,0a:60:87:d5:df:69,LAP-PROBINSON110,U01104,SW081,Gi1/0/5,60
D001105,laptop,Windows,52:38:85:16:a1:46,LAP-EWHITE1104,U01105,SW072,Gi1/0/35,60
D001106,laptop,Windows,0a:aa:fe:f0:32:0c,LAP-EWRIGHT1105,U01106,SW097,Gi1/0/39,60
D001107,laptop,Windows,3e:1f:81:b8:b8:aa,LAP-LTAYLOR1106,U01107,SW076,Gi1/0/42,30
D001108,laptop,Windows,5e:d5:0c:fa:0f:6c,LAP-LKING1107,U01108,SW039,Gi1/0/17,30
D001109,laptop,Windows,02:71:2c:62:7b:7b,LAP-RSMITH1108,U01109,SW036,Gi1/0/17,40
D001110,laptop,Windows,56:ac:2c:e7:3a:dc,LAP-EWALKER1109,U01110,SW069,Gi1/0/13,50
D001111,laptop,Windows,b6:46:7c:18:5e:ab,LAP-SWILLIAMS111,U01111,SW040,Gi1/0/9,50
D001112,laptop,Windows,6e:75:1f:38:ac:52,LAP-CSANCHEZ1111,U01112,SW045,Gi1/0/12,40
D001113,laptop,Windows,f6:45:dc:02:0e:be,LAP-EDAVIS1112,U01113,SW098,Gi1/0/10,40
D001114,laptop,Windows,2a:02:80:80:55:87,LAP-EHILL1113,U01114,SW093,Gi1/0/47,10
D001115,laptop,Windows,42:78:84:c3:ce:2d,LAP-MWALKER1114,U01115,SW063,Gi1/0/24,20
D001116,laptop,Windows,36:98:c2:b3:b0:3f,LAP-KJONES1115,U01116,SW032,Gi1/0/25,40
D001117,laptop,Windows,ee:15:96:73:25:e1,LAP-LSCOTT1116,U01117,SW043,Gi1/0/31,30
D001118,laptop,Windows,3a:f7:1b:6a:89:d6,LAP-AHERNANDEZ11,U01118,SW034,Gi1/0/8,10
D001119,laptop,Windows,42:54:ad:1e:fc:b7,LAP-DPEREZ1118,U01119,SW041,Gi1/0/48,10
D001120,laptop,Windows,de:a4:b4:6d:f1:9f,LAP-RBROWN1119,U01120,SW037,Gi1/0/20,40
D001121,laptop,Windows,f2:8c:5f:5d:d1:67,LAP-CJONES1120,U01121,SW043,Gi1/0/25,60
D001122,laptop,Windows,52:5d:5e:8a:10:b8,LAP-RMARTINEZ112,U01122,SW049,Gi1/0/13,20
D001123,laptop,Windows,76:cd:52:ef:aa:2f,LAP-CPEREZ1122,U01123,SW066,Gi1/0/15,40
D001124,laptop,Windows,d2:51:8b:0d:5c:ed,LAP-MPEREZ1123,U01124,SW092,Gi1/0/9,20
D001125,laptop,Windows,ce:0e:ab:d6:70:9b,LAP-QWRIGHT1124,U01125,SW055,Gi1/0/25,50
D001126,laptop,Windows,76:0d:5b:e0:b4:47,LAP-CMILLER1125,U01126,SW020,Gi1/0/47,50
D001127,laptop,Windows,86:e2:e2:70:0e:06,LAP-CROBINSON112,U01127,SW018,Gi1/0/1,30
D001128,laptop,Windows,a6:aa:dc:30:03:3a,LAP-PSMITH1127,U01128,SW069,Gi1/0/22,30
D001129,laptop,Windows,da:78:43:6a:d4:80,LAP-LLOPEZ1128,U01129,SW100,Gi1/0/19,40
D001130,laptop,Windows,b6:17:ad:25:e7:19,LAP-ADAVIS1129,U01130,SW031,Gi1/0/34,50
D001131,laptop,Windows,0e:81:58:6f:d8:54,LAP-IJONES1130,U01131,SW010,Gi1/0/36,30
D001132,laptop,Windows,36:a1:e0:f4:cd:73,LAP-AWHITE1131,U01132,SW009,Gi1/0/44,50
D001133,laptop,Windows,72:d0:0f:62:03:3f,LAP-NTORRES1132,U01133,SW027,Gi1/0/13,30
D001134,laptop,Windows,76:7f:07:16:5f:a2,LAP-OCLARK1133,U01134,SW097,Gi1/0/10,20
D001135,laptop,Windows,36:02:ca:b6:fa:1e,LAP-LWRIGHT1134,U01135,SW081,Gi1/0/24,40
D001136,laptop,Windows,36:8a:4e:5c:81:17,LAP-AWHITE1135,U01136,SW081,Gi1/0/7,50
D001137,laptop,Windows,66:fa:a5:0a:72:c0,LAP-PWILLIAMS113,U01137,SW034,Gi1/0/24,60
D001138,laptop,Windows,ce:57:ef:74:79:34,LAP-AWILSON1137,U01138,SW097,Gi1/0/13,10
D001139,laptop,Windows,7e:f0:6e:89:cb:cb,LAP-CALLEN1138,U01139,SW040,Gi1/0/16,60
D001140,laptop,Windows,4e:b3:15:f2:85:40,LAP-PJOHNSON1139,U01140,SW040,Gi1/0/35,50
D001141,laptop,Windows,fe:4a:b8:77:c4:52,LAP-QBROWN1140,U01141,SW096,Gi1/0/8,20
D001142,laptop,Windows,ee:37:12:8a:6a:77,LAP-JKING1141,U01142,SW079,Gi1/0/19,30
D001143,laptop,Windows,6a:86:ca:60:d5:31,LAP-RWILLIAMS114,U01143,SW030,Gi1/0/33,50
D001144,laptop,Windows,9e:00:73:85:4b:aa,LAP-RHILL1143,U01144,SW069,Gi1/0/24,20
D001145,laptop,Windows,c2:2e:84:4d:57:e7,LAP-LWALKER1144,U01145,SW036,Gi1/0/42,30
D001146,laptop,Windows,72:bf:11:1f:62:ab,LAP-ACLARK1145,U01146,SW064,Gi1/0/1,40
D001147,laptop,Windows,42:63:f1:31:c2:a6,LAP-DPEREZ1146,U01147,SW013,Gi1/0/20,50
D001148,laptop,Windows,12:e3:a9:89:b6:05,LAP-TBROWN1147,U01148,SW006,Gi1/0/1,60
D001149,laptop,Windows,86:20:f2:92:b0:a1,LAP-MTAYLOR1148,U01149,SW098,Gi1/0/3,60
D001150,laptop,Windows,72:cd:1d:bb:67:8a,LAP-CALLEN1149,U01150,SW008,Gi1/0/20,20
D001151,laptop,Windows,7a:81:ba:8e:61:8c,LAP-ATORRES1150,U01151,SW040,Gi1/0/13,20
D001152,laptop,Windows,66:78:1e:aa:61:0f,LAP-NMOORE1151,U01152,SW019,Gi1/0/8,60
D001153,laptop,Windows,5e:f0:b0:ad:2a:60,LAP-AKING1152,U01153,SW004,Gi1/0/47,60
D001154,laptop,Windows,ea:f3:e6:52:52:cc,LAP-LYOUNG1153,U01154,SW078,Gi1/0/38,40
D001155,laptop,Windows,da:e3:08:0f:65:ba,LAP-EWILLIAMS115,U01155,SW028,Gi1/0/21,50
D001156,laptop,Windows,7e:38:2a:b7:2b:d5,LAP-LHARRIS1155,U01156,SW082,Gi1/0/46,20
D001157,laptop,Windows,92:28:c7:b6:b4:f6,LAP-HHARRIS1156,U01157,SW056,Gi1/0/5,40
D001158,laptop,Windows,d6:5d:ac:44:6d:3e,LAP-EPEREZ1157,U01158,SW066,Gi1/0/45,50
D001159,laptop,Windows,e6:84:5b:76:47:8a,LAP-AWALKER1158,U01159,SW070,Gi1/0/43,20
D001160,laptop,Windows,22:08:1a:00:ef:16,LAP-NSCOTT1159,U01160,SW019,Gi1/0/23,50
D001161,laptop,Windows,7a:38:1e:13:a3:9f,LAP-ETHOMPSON116,U01161,SW045,Gi1/0/35,30
D001162,laptop,Windows,36:d3:4f:25:ea:0b,LAP-CGONZALEZ116,U01162,SW081,Gi1/0/14,40
D001163,laptop,Windows,4e:da:77:8d:45:74,LAP-EFLORES1162,U01163,SW023,Gi1/0/47,10
D001164,laptop,Windows,ba:47:21:61:ad:c1,LAP-EHILL1163,U01164,SW012,Gi1/0/24,10
D001165,laptop,Windows,ee:6d:8e:20:4a:a3,LAP-CRAMIREZ1164,U01165,SW041,Gi1/0/11,40
D001166,laptop,Windows,0a:e9:ae:ee:cf:15,LAP-DSANCHEZ1165,U01166,SW092,Gi1/0/5,50
D001167,laptop,Windows,f2:8b:b4:d8:2d:46,LAP-AJONES1166,U01167,SW032,Gi1/0/34,40
D001168,laptop,Windows,ca:25:81:8d:96:07,LAP-HTAYLOR1167,U01168,SW038,Gi1/0/46,50
D001169,laptop,Windows,2a:5d:c7:09:bc:a1,LAP-JDAVIS1168,U01169,SW013,Gi1/0/34,50
D001170,laptop,Windows,ea:c7:4f:00:f3:57,LAP-RLEE1169,U01170,SW076,Gi1/0/33,50
D001171,laptop,Windows,d6:c9:aa:6a:e8:11,LAP-MKING1170,U01171,SW035,Gi1/0/38,50
D001172,laptop,Windows,a6:d2:07:bd:fb:42,LAP-QRODRIGUEZ11,U01172,SW017,Gi1/0/14,50
