user_id,group_id
U02620,G0011
U02620,G0001
U02621,G0011
U02621,G0003
U02622,G0011
U02622,G0006
U02623,G0011
U02623,G0003
U02624,G0011
U02624,G0008
U02625,G0011
U02625,G0001
U02625,G0015
U02626,G0011
U02626,G0005
U02627,G0011
U02627,G0003
U02628,G0011
U02628,G0005
U02629,G0011
U02629,G0001
U02629,G0013
U02630,G0011
U02630,G0005
U02631,G0011
U02631,G0008
U02632,G0011
U02632,G0009
U02633,G0011
U02633,G0003
U02634,G0011
U02634,G0005
U02635,G0011
U02635,G0007
U02636,G0011
U02636,G0005
U02637,G0011
U02637,G0006
U02637,G0012
U02637,G0014
U02638,G0011
U02638,G0004
U02639,G0011
U02639,G0009
U02640,G0011
U02640,G0007
U02640,G0013
U02641,G0011
U02641,G0010
U02642,G0011
U02642,G0008
U02643,G0011
U02643,G0004
U02644,G0011
U02644,G0004
U02645,G0011
U02645,G0001
U02646,G0011
U02646,G0007
U02647,G0011
U02647,G0008
U02648,G0011
U02648,G0004
U02649,G0011
U02649,G0001
U02649,G0013
U02650,G0011
U02650,G0009
U02651,G0011
U02651,G0003
U02652,G0011
U02652,G0006
U02653,G0011
U02653,G0001
U02654,G0011
U02654,G0001
U02655,G0011
U02655,G0009
U02656,G0011
U02656,G0007
U02657,G0011
U02657,G0001
U02657,G0014
U02658,G0011
U02658,G0002
U02659,G0011
U02659,G0005
U02660,G0011
U02660,G0007
U02661,G0011
U02661,G0005
U02662,G0011
U02662,G0009
U02663,G0011
U02663,G0007
U02664,G0011
U02664,G0007
U02665,G0011
U02665,G0003
U02666,G0011
U02666,G0007
U02667,G0011
U02667,G0009
U02668,G0011
U02668,G0001
U02668,G0015
U02669,G0011
U02669,G0008
U02670,G0011
U02670,G0009
U02671,G0011
U02671,G0005
U02672,G0011
U02672,G0008
U02673,G0011
U02673,G0004
U02674,G0011
U02674,G0002
U02674,G0016
U02675,G0011
U02675,G0009
U02676,G0011
U02676,G0004
U02677,G0011
U02677,G0008
U02678,G0011
U02678,G0004
U02679,G0011
U02679,G0004
U02680,G0011
U02680,G0007
U02681,G0011
U02681,G0004
U02682,G0011
U02682,G0009
U02683,G0011
U02683,G0001
U02683,G0013
U02683,G0014
U02683,G0015
U02684,G0011
U02684,G0001
U02684,G0013
U02685,G0011
U02685,G0001
U02685,G0015
U02686,G0011
U02686,G0003
U02686,G0017
U02687,G0011
U02687,G0001
U02687,G0013
U02688,G0011
U02688,G0004
U02689,G0011
U02689,G0001
U02690,G0011
U02690,G0008
U02691,G0011
U02691,G0002
U02692,G0011
U02692,G0010
U02693,G0011
U02693,G0009
U02694,G0011
U02694,G0007
U02694,G0013
U02695,G0011
U02695,G0008
U02696,G0011
U02696,G0008
U02697,G0011
U02697,G0009
U02698,G0011
U02698,G0006
U02699,G0011
U02699,G0007
U02700,G0011
U02700,G0005
U02701,G0011
U02701,G0007
U02702,G0011
U02702,G0004
U02703,G0011
U02703,G0002
U02703,G0016
U02704,G0011
U02704,G0010
U02705,G0011
U02705,G0007
U02706,G0011
U02706,G0008
U02707,G0011
U02707,G0003
U02708,G0011
U02708,G0008
U02709,G0011
U02709,G0006
U02709,G0013
U02710,G0011
U02710,G0001
U02711,G0011
U02711,G0010
U02712,G0011
U02712,G0010
U02713,G0011
U02713,G0009
U02714,G0011
U02714,G0005
U02715,G0011
U02715,G0003
U02716,G0011
U02716,G0001
U02716,G0015
U02717,G0011
U02717,G0008
U02718,G0011
U02718,G0009
U02719,G0011
U02719,G0002
U02720,G0011
U02720,G0007
U02721,G0011
U02721,G0001
U02722,G0011
U02722,G0008
U02723,G0011
U02723,G0001
U02723,G0013
U02723,G0014
U02724,G0011
U02724,G0010
U02725,G0011
U02725,G0002
U02726,G0011
U02726,G0005
U02727,G0011
U02727,G0007
U02728,G0011
U02728,G0009
U02729,G0011
U02729,G0004
U02730,G0011
U02730,G0010
U02731,G0011
U02731,G0001
U02731,G0013
U02732,G0011
U02732,G0005
U02733,G0011
U02733,G0010
U02734,G0011
U02734,G0003
U02735,G0011
U02735,G0006
U02735,G0017
U02736,G0011
U02736,G0005
U02737,G0011
U02737,G0004
U02738,G0011
U02738,G0008
U02739,G0011
U02739,G0006
U02739,G0014
U02740,G0011
U02740,G0008
U02741,G0011
U02741,G0006
U02742,G0011
U02742,G0010
U02743,G0011
U02743,G0005
U02744,G0011
U02744,G0008
U02745,G0011
U02745,G0007
U02746,G0011
U02746,G0009
U02747,G0011
U02747,G0009
U02748,G0011
U02748,G0003
U02749,G0011
U02749,G0004
U02750,G0011
U02750,G0004
U02751,G0011
U02751,G0005
U02752,G0011
U02752,G0005
U02753,G0011
U02753,G0001
U02753,G0015
U02754,G0011
U02754,G0009
U02755,G0011
U02755,G0009
U02756,G0011
U02756,G0007
U02757,G0011
U02757,G0004
U02758,G0011
U02758,G0009
U02759,G0011
U02759,G0003
U02760,G0011
U02760,G0004
U02761,G0011
U02761,G0010
U02762,G0011
U02762,G0010
U02762,G0017
U02763,G0011
U02763,G0006
U02763,G0017
U02764,G0011
U02764,G0002
U02765,G0011
U02765,G0002
U02766,G0011
U02766,G0010
U02766,G0017
U02767,G0011
U02767,G0003
U02768,G0011
U02768,G0007
U02769,G0011
U02769,G0004
U02770,G0011
U02770,G0005
U02771,G0011
U02771,G0010
U02772,G0011
U02772,G0006
U02773,G0011
U02773,G0005
U02774,G0011
U02774,G0005
U02775,G0011
U02775,G0003
U02776,G0011
U02776,G0006
U02777,G0011
U02777,G0006
U02777,G0012
U02778,G0011
U02778,G0001
U02779,G0011
U02779,G0005
U02780,G0011
U02780,G0007
U02780,G0013
U02781,G0011
U02781,G0001
U02782,G0011
U02782,G0010
U02783,G0011
U02783,G0009
U02784,G0011
U02784,G0007
U02784,G0013
U02785,G0011
U02785,G0001
U02786,G0011
U02786,G0006
U02786,G0013
U02787,G0011
U02787,G0009
U02788,G0011
U02788,G0001
U02789,G0011
U02789,G0008
U02790,G0011
U02790,G0009
U02791,G0011
U02791,G0001
U02792,G0011
U02792,G0003
U02793,G0011
U02793,G0008
U02794,G0011
U02794,G0010
U02795,G0011
U02795,G0008
U02796,G0011
U02796,G0006
U02796,G0012
U02796,G0018
U02796,G0017
U02797,G0011
U02797,G0007
U02797,G0015
U02798,G0011
U02798,G0006
U02799,G0011
U02799,G0006
U02800,G0011
U02800,G0008
U02801,G0011
U02801,G0001
U02802,G0011
U02802,G0003
U02802,G0017
U02803,G0011
U02803,G0001
U02803,G0013
U02804,G0011
U02804,G0008
U02805,G0011
U02805,G0008
U02806,G0011
U02806,G0001
U02807,G0011
U02807,G0002
U02808,G0011
U02808,G0003
U02808,G0017
U02809,G0011
U02809,G0003
U02810,G0011
U02810,G0006
U02811,G0011
U02811,G0005
U02812,G0011
U02812,G0004
U02813,G0011
U02813,G0002
U02814,G0011
U02814,G0007
U02815,G0011
U02815,G0008
U02816,G0011
U02816,G0007
U02817,G0011
U02817,G0009
U02818,G0011
U02818,G0010
U02819,G0011
U02819,G0009
U02820,G0011
U02820,G0007
U02821,G0011
U02821,G0001
U02821,G0013
U02821,G0015
U02822,G0011
U02822,G0004
U02823,G0011
U02823,G0005
U02824,G0011
U02824,G0008
U02825,G0011
U02825,G0009
U02826,G0011
U02826,G0007
U02827,G0011
U02827,G0004
U02828,G0011
U02828,G0008
U02829,G0011
U02829,G0007
U02829,G0013
U02830,G0011
U02830,G0008
U02831,G0011
U02831,G0006
U02831,G0014
U02832,G0011
U02832,G0007
U02833,G0011
U02833,G0004
U02834,G0011
U02834,G0004
U02835,G0011
U02835,G0003
U02836,G0011
U02836,G0003
U02837,G0011
U02837,G0007
U02838,G0011
U02838,G0004
U02839,G0011
U02839,G0002
U02840,G0011
U02840,G0001
U02840,G0015
U02841,G0011
U02841,G0009
U02842,G0011
U02842,G0005
U02843,G0011
U02843,G0006
U02843,G0012
U02844,G0011
U02844,G0010
U02844,G0017
U02845,G0011
U02845,G0002
U02846,G0011
U02846,G0010
U02847,G0011
U02847,G0008
U02848,G0011
U02848,G0007
U02849,G0011
U02849,G0005
U02850,G0011
U02850,G0008
U02851,G0011
U02851,G0003
U02852,G0011
U02852,G0004
U02852,G0015
U02853,G0011
U02853,G0010
U02854,G0011
U02854,G0003
U02855,G0011
U02855,G0008
U02856,G0011
U02856,G0010
U02857,G0011
U02857,G0006
U02857,G0012
U02858,G0011
U02858,G0003
U02859,G0011
U02859,G0009
U02860,G0011
U02860,G0009
U02861,G0011
U02861,G0006
U02861,G0013
U02862,G0011
U02862,G0002
U02863,G0011
U02863,G0005
U02864,G0011
U02864,G0005
U02865,G0011
U02865,G0002
U02866,G0011
U02866,G0005
U02867,G0011
U02867,G0002
U02868,G0011
U02868,G0007
U02869,G0011
U02869,G0005
U02870,G0011
U02870,G0008
U02871,G0011
U02871,G0005
U02872,G0011
U02872,G0008
U02873,G0011
U02873,G0008
U02874,G0011
U02874,G0002
U02875,G0011
U02875,G0005
U02876,G0011
U02876,G0008
U02877,G0011
U02877,G0006
U02877,G0013
U02877,G0017
U02878,G0011
U02878,G0003
U02879,G0011
U02879,G0009
U02880,G0011
U02880,G0002
U02880,G0016
U02881,G0011
U02881,G0010
U02882,G0011
U02882,G0008
U02883,G0011
U02883,G0004
U02884,G0011
U02884,G0002
U02885,G0011
U02885,G0010
U02886,G0011
U02886,G0006
U02886,G0012
U02887,G0011
U02887,G0009
U02888,G0011
U02888,G0009
U02889,G0011
U02889,G0001
U02890,G0011
U02890,G0007
U02891,G0011
U02891,G0004
U02892,G0011
U02892,G0010
U02893,G0011
U02893,G0003
U02894,G0011
U02894,G0001
U02895,G0011
U02895,G0007
U02896,G0011
U02896,G0006
U02896,G0012
U02897,G0011
U02897,G0006
U02897,G0012
U02897,G0013
U02898,G0011
U02898,G0003
U02898,G0017
U02899,G0011
U02899,G0005
U02900,G0011
U02900,G0010
U02901,G0011
U02901,G0008
U02902,G0011
U02902,G0010
U02903,G0011
U02903,G0004
U02903,G0015
U02904,G0011
U02904,G0009
U02905,G0011
U02905,G0004
U02906,G0011
U02906,G0010
U02906,G0017
U02907,G0011
U02907,G0009
U02908,G0011
U02908,G0002
U02908,G0016
U02909,G0011
U02909,G0010
U02910,G0011
U02910,G0007
U02911,G0011
U02911,G0008
U02912,G0011
U02912,G0006
U02913,G0011
U02913,G0003
U02914,G0011
U02914,G0010
U02915,G0011
U02915,G0002
U02915,G0016
U02916,G0011
U02916,G0009
U02917,G0011
U02917,G0003
U02918,G0011
U02918,G0008
U02919,G0011
U02919,G0005
U02920,G0011
U02920,G0003
U02921,G0011
U02921,G0003
U02921,G0017
U02922,G0011
U02922,G0004
U02923,G0011
U02923,G0010
U02924,G0011
U02924,G0008
U02925,G0011
U02925,G0007
U02925,G0013
U02926,G0011
U02926,G0007
U02927,G0011
U02927,G0005
U02928,G0011
U02928,G0010
U02929,G0011
U02929,G0003
U02930,G0011
U02930,G0010
U02931,G0011
U02931,G0004
U02932,G0011
U02932,G0004
U02933,G0011
U02933,G0005
U02934,G0011
U02934,G0008
U02935,G0011
U02935,G0008
U02936,G0011
U02936,G0008
U02937,G0011
U02937,G0001
U02938,G0011
U02938,G0002
U02939,G0011
U02939,G0009
U02940,G0011
U02940,G0010
U02940,G0017
U02941,G0011
U02941,G0002
U02941,G0016
U02942,G0011
U02942,G0010
U02943,G0011
U02943,G0003
U02944,G0011
U02944,G0010
U02944,G0017
U02945,G0011
U02945,G0010
U02946,G0011
U02946,G0007
U02947,G0011
U02947,G0002
U02948,G0011
U02948,G0008
U02949,G0011
U02949,G0002
U02949,G0016
U02950,G0011
U02950,G0004
U02951,G0011
U02951,G0007
U02951,G0015
U02952,G0011
U02952,G0001
U02952,G0015
U02953,G0011
U02953,G0004
U02954,G0011
U02954,G0008
U02955,G0011
U02955,G0001
U02955,G0013
U02956,G0011
U02956,G0004
U02957,G0011
U02957,G0001
U02958,G0011
U02958,G0007
U02959,G0011
U02959,G0001
U02960,G0011
U02960,G0003
U02961,G0011
U02961,G0006
U02961,G0012
U02962,G0011
U02962,G0003
U02962,G0017
U02963,G0011
U02963,G0003
U02964,G0011
U02964,G0009
U02965,G0011
U02965,G0008
U02966,G0011
U02966,G0001
U02967,G0011
U02967,G0009
U02968,G0011
U02968,G0005
U02969,G0011
U02969,G0002
U02970,G0011
U02970,G0010
U02971,G0011
U02971,G0004
U02972,G0011
U02972,G0004
U02973,G0011
U02973,G0002
U02974,G0011
U02974,G0009
U02975,G0011
U02975,G0003
U02976,G0011
U02976,G0006
U02976,G0013
U02977,G0011
U02977,G0003
U02978,G0011
U02978,G0009
U02979,G0011
U02979,G0008
U02980,G0011
U02980,G0006
U02980,G0012
U02981,G0011
U02981,G0004
U02982,G0011
U02982,G0007
U02982,G0013
U02983,G0011
U02983,G0005
U02984,G0011
U02984,G0010
U02985,G0011
U02985,G0007
U02986,G0011
U02986,G0001
U02987,G0011
U02987,G0009
U02988,G0011
U02988,G0002
U02988,G0016
U02989,G0011
U02989,G0004
U02989,G0015
U02990,G0011
U02990,G0005
U02991,G0011
U02991,G0003
U02991,G0017
U02992,G0011
U02992,G0010
U02993,G0011
U02993,G0010
U02994,G0011
U02994,G0002
U02994,G0016
U02995,G0011
U02995,G0004
U02996,G0011
U02996,G0004
U02997,G0011
U02997,G0007
U02998,G0011
U02998,G0006
U02998,G0013
U02998,G0014
U02999,G0011
U02999,G0007
U02999,G0015
U03000,G0011
U03000,G0001
U03001,G0011
U03001,G0006
U03002,G0011
U03002,G0003
U03003,G0011
U03003,G0003
U03004,G0011
U03004,G0008
U03005,G0011
U03005,G0002
U03006,G0011
U03006,G0001
U03007,G0011
U03007,G0005
U03008,G0011
U03008,G0008
U03009,G0011
U03009,G0006
U03009,G0012
U03010,G0011
U03010,G0002
U03011,G0011
U03011,G0008
U03012,G0011
U03012,G0004
U03013,G0011
U03013,G0008
U03014,G0011
U03014,G0003
U03015,G0011
U03015,G0010
U03015,G0017
U03016,G0011
U03016,G0003
U03017,G0011
U03017,G0010
U03017,G0017
U03018,G0011
U03018,G0004
U03019,G0011
U03019,G0008
U03020,G0011
U03020,G0006
U03021,G0011
U03021,G0001
U03022,G0011
U03022,G0001
U03023,G0011
U03023,G0005
U03024,G0011
U03024,G0002
U03025,G0011
U03025,G0007
U03026,G0011
U03026,G0002
U03027,G0011
U03027,G0006
U03027,G0012
U03027,G0018
U03027,G0013
U03028,G0011
U03028,G0003
U03029,G0011
U03029,G0002
U03030,G0011
U03030,G0004
U03031,G0011
U03031,G0006
U03031,G0017
U03032,G0011
U03032,G0004
U03033,G0011
U03033,G0004
U03034,G0011
U03034,G0004
U03035,G0011
U03035,G0004
U03036,G0011
U03036,G0005
U03037,G0011
U03037,G0009
U03038,G0011
U03038,G0006
U03039,G0011
U03039,G0005
U03040,G0011
U03040,G0008
U03041,G0011
U03041,G0006
U03042,G0011
U03042,G0010
U03043,G0011
U03043,G0006
U03043,G0017
U03044,G0011
U03044,G0003
U03045,G0011
U03045,G0006
U03046,G0011
U03046,G0008
U03047,G0011
U03047,G0003
U03048,G0011
U03048,G0003
U03049,G0011
U03049,G0006
U03050,G0011
U03050,G0009
U03051,G0011
U03051,G0004
U03052,G0011
U03052,G0006
U03053,G0011
U03053,G0007
U03054,G0011
U03054,G0007
U03055,G0011
U03055,G0002
U03055,G0016
U03056,G0011
U03056,G0004
U03057,G0011
U03057,G0010
U03058,G0011
U03058,G0009
U03059,G0011
U03059,G0008
U03060,G0011
U03060,G0001
U03060,G0013
U03061,G0011
U03061,G0005
U03062,G0011
U03062,G0001
U03063,G0011
U03063,G0004
U03064,G0011
U03064,G0009
U03065,G0011
U03065,G0004
U03066,G0011
U03066,G0002
U03067,G0011
U03067,G0008
U03068,G0011
U03068,G0008
U03069,G0011
U03069,G0007
U03070,G0011
U03070,G0009
U03071,G0011
U03071,G0008
U03072,G0011
U03072,G0007
U03073,G0011
U03073,G0009
U03074,G0011
U03074,G0004
U03075,G0011
U03075,G0005
U03076,G0011
U03076,G0006
U03076,G0012
U03076,G0013
U03077,G0011
U03077,G0007
U03077,G0015
U03078,G0011
U03078,G0005
U03079,G0011
U03079,G0005
U03080,G0011
U03080,G0002
U03080,G0016
U03081,G0011
U03081,G0007
U03081,G0013
U03082,G0011
U03082,G0002
U03083,G0011
U03083,G0005
U03084,G0011
U03084,G0005
U03085,G0011
U03085,G0008
U03086,G0011
U03086,G0005
U03087,G0011
U03087,G0001
U03087,G0014
U03087,G0015
U03088,G0011
U03088,G0006
U03089,G0011
U03089,G0003
U03090,G0011
U03090,G0004
U03091,G0011
U03091,G0003
U03092,G0011
U03092,G0002
U03093,G0011
U03093,G0010
U03093,G0017
U03094,G0011
U03094,G0003
U03094,G0017
U03095,G0011
U03095,G0006
U03096,G0011
U03096,G0009
U03097,G0011
U03097,G0004
U03098,G0011
U03098,G0010
U03099,G0011
U03099,G0005
U03100,G0011
U03100,G0010
U03101,G0011
U03101,G0005
U03102,G0011
U03102,G0001
U03102,G0013
U03103,G0011
U03103,G0009
U03104,G0011
U03104,G0009
U03105,G0011
U03105,G0010
U03106,G0011
U03106,G0002
U03106,G0016
U03107,G0011
U03107,G0009
U03108,G0011
U03108,G0004
U03109,G0011
U03109,G0009
U03110,G0011
U03110,G0010
U03111,G0011
U03111,G0002
U03112,G0011
U03112,G0004
U03113,G0011
U03113,G0003
U03114,G0011
U03114,G0004
U03115,G0011
U03115,G0006
U03116,G0011
U03116,G0005
U03117,G0011
U03117,G0007
U03117,G0013
U03118,G0011
U03118,G0007
U03119,G0011
U03119,G0003
U03120,G0011
U03120,G0001
U03121,G0011
U03121,G0008
U03122,G0011
U03122,G0002
U03123,G0011
U03123,G0002
U03124,G0011
U03124,G0007
U03125,G0011
U03125,G0003
U03126,G0011
U03126,G0002
U03127,G0011
U03127,G0004
U03128,G0011
U03128,G0006
U03129,G0011
U03129,G0009
U03130,G0011
U03130,G0010
U03131,G0011
U03131,G0008
U03132,G0011
U03132,G0009
U03133,G0011
U03133,G0006
U03133,G0012
U03134,G0011
U03134,G0005
U03135,G0011
U03135,G0009
U03136,G0011
U03136,G0004
U03136,G0015
U03137,G0011
U03137,G0009
U03138,G0011
U03138,G0010
U03139,G0011
U03139,G0004
U03140,G0011
U03140,G0007
U03141,G0011
U03141,G0008
U03142,G0011
U03142,G0008
U03143,G0011
U03143,G0003
U03144,G0011
U03144,G0010
U03145,G0011
U03145,G0006
U03146,G0011
U03146,G0001
U03147,G0011
U03147,G0002
U03147,G0016
U03148,G0011
U03148,G0008
U03149,G0011
U03149,G0005
U03150,G0011
U03150,G0002
U03151,G0011
U03151,G0006
U03152,G0011
U03152,G0006
U03153,G0011
U03153,G0001
U03154,G0011
U03154,G0004
U03155,G0011
U03155,G0005
U03156,G0011
U03156,G0008
U03157,G0011
U03157,G0007
U03158,G0011
U03158,G0001
U03159,G0011
U03159,G0007
U03159,G0013
U03160,G0011
U03160,G0010
U03161,G0011
U03161,G0001
U03162,G0011
U03162,G0010
U03163,G0011
U03163,G0001
U03164,G0011
U03164,G0007
U03164,G0013
U03165,G0011
U03165,G0004
U03166,G0011
U03166,G0008
U03167,G0011
U03167,G0009
U03168,G0011
U03168,G0009
U03169,G0011
U03169,G0009
U03170,G0011
U03170,G0009
U03171,G0011
U03171,G0004
U03172,G0011
U03172,G0005
U03173,G0011
U03173,G0008
U03174,G0011
U03174,G0002
U03175,G0011
U03175,G0006
U03176,G0011
U03176,G0006
U03177,G0011
U03177,G0010
U03178,G0011
U03178,G0001
U03178,G0014
U03179,G0011
U03179,G0001
U03180,G0011
U03180,G0001
U03180,G0013
U03181,G0011
U03181,G0006
U03181,G0012
U03182,G0011
U03182,G0006
U03182,G0013
U03183,G0011
U03183,G0006
U03184,G0011
U03184,G0003
U03185,G0011
U03185,G0004
U03186,G0011
U03186,G0005
U03187,G0011
U03187,G0001
U03187,G0015
U03188,G0011
U03188,G0008
U03189,G0011
U03189,G0001
U03189,G0015
U03190,G0011
U03190,G0007
U03191,G0011
U03191,G0005
U03192,G0011
U03192,G0010
U03193,G0011
U03193,G0007
U03194,G0011
U03194,G0005
U03195,G0011
U03195,G0008
U03196,G0011
U03196,G0002
U03196,G0016
U03197,G0011
U03197,G0002
U03197,G0016
U03198,G0011
U03198,G0005
U03199,G0011
U03199,G0009
U03200,G0011
U03200,G0009
U03201,G0011
U03201,G0004
U03202,G0011
U03202,G0003
U03203,G0011
U03203,G0010
U03204,G0011
U03204,G0006
U03205,G0011
U03205,G0002
U03205,G0016
U03206,G0011
U03206,G0003
U03207,G0011
U03207,G0009
U03208,G0011
U03208,G0009
U03209,G0011
U03209,G0010
U03210,G0011
U03210,G0001
U03210,G0015
U03211,G0011
U03211,G0009
U03212,G0011
U03212,G0002
U03212,G0016
U03213,G0011
U03213,G0009
U03214,G0011
U03214,G0009
U03215,G0011
U03215,G0004
U03215,G0015
U03216,G0011
U03216,G0002
U03217,G0011
U03217,G0008
U03218,G0011
U03218,G0001
U03218,G0015
U03219,G0011
U03219,G0006
U03219,G0012
U03220,G0011
U03220,G0004
U03221,G0011
U03221,G0005
U03222,G0011
U03222,G0009
U03223,G0011
U03223,G0010
U03224,G0011
U03224,G0005
U03225,G0011
U03225,G0003
U03226,G0011
U03226,G0009
U03227,G0011
U03227,G0005
U03228,G0011
U03228,G0002
U03228,G0016
U03229,G0011
U03229,G0010
U03230,G0011
U03230,G0010
U03231,G0011
U03231,G0003
U03232,G0011
U03232,G0002
U03232,G0016
U03233,G0011
U03233,G0002
U03233,G0016
U03234,G0011
U03234,G0006
U03234,G0012
U03234,G0014
U03235,G0011
U03235,G0004
U03236,G0011
U03236,G0007
U03237,G0011
U03237,G0008
U03238,G0011
U03238,G0001
U03239,G0011
U03239,G0009
U03240,G0011
U03240,G0001
U03241,G0011
U03241,G0002
U03242,G0011
U03242,G0008
U03243,G0011
U03243,G0007
U03244,G0011
U03244,G0010
U03245,G0011
U03245,G0006
U03245,G0014
U03246,G0011
U03246,G0005
U03247,G0011
U03247,G0007
U03248,G0011
U03248,G0008
U03249,G0011
U03249,G0007
U03250,G0011
U03250,G0004
U03251,G0011
U03251,G0010
U03252,G0011
U03252,G0004
U03253,G0011
U03253,G0004
U03254,G0011
U03254,G0003
U03255,G0011
U03255,G0003
U03256,G0011
U03256,G0003
U03257,G0011
U03257,G0006
U03257,G0014
U03258,G0011
U03258,G0008
U03259,G0011
U03259,G0005
U03260,G0011
U03260,G0010
U03260,G0017
U03261,G0011
U03261,G0005
U03262,G0011
U03262,G0005
U03263,G0011
U03263,G0001
U03264,G0011
U03264,G0010
U03265,G0011
U03265,G0002
U03266,G0011
U03266,G0002
U03267,G0011
U03267,G0010
U03268,G0011
U03268,G0006
U03269,G0011
U03269,G0001
U03270,G0011
U03270,G0005
U03271,G0011
U03271,G0006
U03272,G0011
U03272,G0001
U03272,G0014
U03273,G0011
U03273,G0008
U03274,G0011
U03274,G0007
U03275,G0011
U03275,G0001
U03275,G0013
U03276,G0011
U03276,G0007
U03276,G0015
U03277,G0011
U03277,G0003
U03278,G0011
U03278,G0008
U03279,G0011
U03279,G0004
U03279,G0015
U03280,G0011
U03280,G0003
U03281,G0011
U03281,G0006
U03282,G0011
U03282,G0005
U03283,G0011
U03283,G0004
U03284,G0011
U03284,G0009
U03285,G0011
U03285,G0007
U03285,G0013
U03286,G0011
U03286,G0005
U03287,G0011
U03287,G0003
U03288,G0011
U03288,G0006
U03289,G0011
U03289,G0001
U03290,G0011
U03290,G0009
U03291,G0011
U03291,G0001
U03292,G0011
U03292,G0007
U03293,G0011
U03293,G0004
U03294,G0011
U03294,G0008
U03295,G0011
U03295,G0004
U03295,G0015
U03296,G0011
U03296,G0001
U03297,G0011
U03297,G0010
U03297,G0017
U03298,G0011
U03298,G0008
U03299,G0011
U03299,G0001
U03300,G0011
U03300,G0001
U03301,G0011
U03301,G0006
U03301,G0012
U03302,G0011
U03302,G0010
U03303,G0011
U03303,G0006
U03303,G0012
U03304,G0011
U03304,G0001
U03305,G0011
U03305,G0007
U03306,G0011
U03306,G0005
U03307,G0011
U03307,G0007
U03307,G0013
U03308,G0011
U03308,G0004
U03309,G0011
U03309,G0001
U03310,G0011
U03310,G0001
U03311,G0011
U03311,G0007
U03312,G0011
U03312,G0007
U03313,G0011
U03313,G0004
U03314,G0011
U03314,G0001
U03315,G0011
U03315,G0008
U03316,G0011
U03316,G0002
U03317,G0011
U03317,G0002
U03317,G0016
U03318,G0011
U03318,G0005
U03319,G0011
U03319,G0008
U03320,G0011
U03320,G0010
U03321,G0011
U03321,G0007
U03322,G0011
U03322,G0010
U03323,G0011
U03323,G0007
U03324,G0011
U03324,G0009
U03325,G0011
U03325,G0002
U03326,G0011
U03326,G0001
U03326,G0013
U03327,G0011
U03327,G0007
U03328,G0011
U03328,G0010
U03329,G0011
U03329,G0008
U03330,G0011
U03330,G0004
U03331,G0011
U03331,G0005
U03332,G0011
U03332,G0002
U03332,G0016
U03333,G0011
U03333,G0004
U03334,G0011
U03334,G0007
U03335,G0011
U03335,G0002
U03335,G0016
U03336,G0011
U03336,G0005
U03337,G0011
U03337,G0003
U03338,G0011
U03338,G0005
U03339,G0011
U03339,G0008
U03340,G0011
U03340,G0009
U03341,G0011
U03341,G0005
U03342,G0011
U03342,G0009
U03343,G0011
U03343,G0008
U03344,G0011
U03344,G0010
U03345,G0011
U03345,G0008
U03346,G0011
U03346,G0006
U03347,G0011
U03347,G0007
U03347,G0013
U03348,G0011
U03348,G0004
U03349,G0011
U03349,G0007
U03350,G0011
U03350,G0008
U03351,G0011
U03351,G0007
U03352,G0011
U03352,G0002
U03353,G0011
U03353,G0006
U03353,G0013
U03354,G0011
U03354,G0008
U03355,G0011
U03355,G0002
U03355,G0016
U03356,G0011
U03356,G0008
U03357,G0011
U03357,G0009
U03358,G0011
U03358,G0006
U03358,G0012
U03359,G0011
U03359,G0010
U03360,G0011
U03360,G0009
U03361,G0011
U03361,G0005
U03362,G0011
U03362,G0009
U03363,G0011
U03363,G0010
U03364,G0011
U03364,G0002
U03365,G0011
U03365,G0010
U03366,G0011
U03366,G0001
U03366,G0013
U03367,G0011
U03367,G0005
U03368,G0011
U03368,G0010
U03369,G0011
U03369,G0008
U03370,G0011
U03370,G0003
U03371,G0011
U03371,G0007
U03372,G0011
U03372,G0003
U03373,G0011
U03373,G0003
U03373,G0017
U03374,G0011
U03374,G0010
U03375,G0011
U03375,G0001
U03376,G0011
U03376,G0010
U03377,G0011
U03377,G0005
U03378,G0011
U03378,G0001
U03379,G0011
U03379,G0008
U03380,G0011
U03380,G0001
U03381,G0011
U03381,G0004
U03382,G0011
U03382,G0003
U03383,G0011
U03383,G0008
U03384,G0011
U03384,G0004
U03385,G0011
U03385,G0007
U03385,G0013
U03386,G0011
U03386,G0001
U03387,G0011
U03387,G0007
U03387,G0013
U03388,G0011
U03388,G0008
U03389,G0011
U03389,G0003
U03390,G0011
U03390,G0009
U03391,G0011
U03391,G0005
U03392,G0011
U03392,G0007
U03393,G0011
U03393,G0002
U03394,G0011
U03394,G0010
U03395,G0011
U03395,G0003
U03396,G0011
U03396,G0007
U03397,G0011
U03397,G0001
U03398,G0011
U03398,G0001
U03398,G0015
U03399,G0011
U03399,G0002
U03399,G0016
U03400,G0011
U03400,G0010
U03401,G0011
U03401,G0003
U03402,G0011
U03402,G0009
U03403,G0011
U03403,G0006
U03403,G0014
U03404,G0011
U03404,G0001
U03405,G0011
U03405,G0005
U03406,G0011
U03406,G0005
U03407,G0011
U03407,G0003
U03408,G0011
U03408,G0007
U03409,G0011
U03409,G0009
U03410,G0011
U03410,G0009
U03411,G0011
U03411,G0006
U03412,G0011
U03412,G0009
U03413,G0011
U03413,G0010
U03414,G0011
U03414,G0001
U03415,G0011
U03415,G0007
