flow_id,src_device_id,src_user_id,dst_service_id
F000004658,D000584,U00584,SV0041
F000004659,D000584,U00584,SV0042
F000004660,D000584,U00584,
F000004661,D000584,U00584,SV0042
F000004662,D000584,U00584,SV0033
F000004663,D012320,U03098,SV0011
F000004664,D012320,U03098,
F000004665,D012320,U03098,SV0036
F000004666,D012320,U03098,SV0004
F000004667,D012320,U03098,
F000004668,D012320,U03098,SV0013
F000004669,D012320,U03098,SV0040
F000004670,D006812,U06812,
F000004671,D006812,U06812,SV0009
F000004672,D006812,U06812,SV0035
F000004673,D006884,U06884,
F000004674,D006884,U06884,SV0040
F000004675,D006884,U06884,SV0005
F000004676,D006884,U06884,
F000004677,D006884,U06884,SV0023
F000004678,D006884,U06884,SV0002
F000004679,D006884,U06884,SV0041
F000004680,D006884,U06884,SV0042
F000004681,D003311,U03311,
F000004682,D003311,U03311,SV0011
F000004683,D003311,U03311,SV0042
F000004684,D003311,U03311,
F000004685,D003311,U03311,SV0025
F000004686,D003311,U03311,SV0026
F000004687,D003311,U03311,SV0040
F000004688,D003311,U03311,SV0041
F000004689,D007320,U07320,SV0005
F000004690,D007320,U07320,
F000004691,D007320,U07320,
F000004692,D007320,U07320,SV0041
F000004693,D007320,U07320,SV0002
F000004694,D007320,U07320,
F000004695,D007320,U07320,SV0039
F000004696,D007320,U07320,SV0013
F000004697,D000590,U00590,SV0003
F000004698,D000590,U00590,SV0003
F000004699,D000590,U00590,
F000004700,D000590,U00590,
F000004701,D000590,U00590,
F000004702,D000590,U00590,
F000004703,D000590,U00590,SV0002
F000004704,D000590,U00590,SV0016
F000004705,D000590,U00590,SV0042
F000004706,D000590,U00590,SV0017
F000004707,D005586,U05586,
F000004708,D005586,U05586,
F000004709,D005586,U05586,
F000004710,D005064,U05064,
F000004711,D005064,U05064,
F000004712,D005064,U05064,SV0016
F000004713,D005064,U05064,SV0010
F000004714,D005064,U05064,SV0008
F000004715,D005064,U05064,SV0007
F000004716,D005064,U05064,SV0018
F000004717,D000593,U00593,SV0041
F000004718,D000593,U00593,SV0030
F000004719,D000593,U00593,SV0030
F000004720,D000593,U00593,SV0041
F000004721,D000593,U00593,
F000004722,D000593,U00593,SV0002
F000004723,D012630,,
F000004724,D012630,,SV0006
F000004725,D012630,,SV0005
F000004726,D012630,,
F000004727,D012630,,SV0042
F000004728,D012630,,SV0007
F000004729,D012630,,SV0005
F000004730,D008963,U08963,SV0003
F000004731,D008963,U08963,SV0035
F000004732,D008963,U08963,SV0001
F000004733,D008963,U08963,SV0040
F000004734,D008963,U08963,
F000004735,D008963,U08963,
F000004736,D008963,U08963,
F000004737,D008963,U08963,SV0040
F000004738,D010339,U02553,SV0007
F000004739,D010339,U02553,SV0009
F000004740,D010339,U02553,
F000004741,D000597,U00597,SV0032
F000004742,D000597,U00597,SV0040
F000004743,D000597,U00597,SV0037
F000004744,D000597,U00597,SV0017
F000004745,D000597,U00597,SV0028
F000004746,D000597,U00597,
F000004747,D012112,U03668,SV0003
F000004748,D012112,U03668,SV0035
F000004749,D012112,U03668,
F000004750,D012112,U03668,SV0034
F000004751,D012112,U03668,
F000004752,D012112,U03668,SV0041
F000004753,D012112,U03668,SV0038
F000004754,D012112,U03668,SV0041
F000004755,D012112,U03668,SV0002
F000004756,D009790,U09790,
F000004757,D009790,U09790,
F000004758,D009790,U09790,
F000004759,D009790,U09790,SV0008
F000004760,D009790,U09790,SV0027
F000004761,D009790,U09790,
F000004762,D009790,U09790,
F000004763,D009790,U09790,SV0015
F000004764,D009790,U09790,SV0038
F000004765,D009790,U09790,SV0003
F000004766,D009790,U09790,SV0005
F000004767,D003366,U03366,SV0015
F000004768,D003366,U03366,SV0035
F000004769,D003366,U03366,SV0042
F000004770,D003366,U03366,
F000004771,D003366,U03366,
F000004772,D003366,U03366,SV0010
F000004773,D003366,U03366,SV0034
F000004774,D003366,U03366,
F000004775,D004559,U04559,SV0034
F000004776,D004559,U04559,SV0025
F000004777,D004559,U04559,SV0023
F000004778,D004559,U04559,
F000004779,D004559,U04559,
F000004780,D004559,U04559,SV0039
F000004781,D004559,U04559,
F000004782,D004559,U04559,SV0030
F000004783,D004559,U04559,SV0028
F000004784,D009876,U09876,SV0023
F000004785,D009876,U09876,SV0024
F000004786,D009876,U09876,SV0039
F000004787,D009876,U09876,SV0025
F000004788,D009876,U09876,SV0016
F000004789,D009876,U09876,SV0023
F000004790,D009876,U09876,
F000004791,D009876,U09876,SV0014
F000004792,D009876,U09876,
F000004793,D009876,U09876,SV0003
F000004794,D009876,U09876,
F000004795,D009876,U09876,
F000004796,D000662,U00662,SV0013
F000004797,D000662,U00662,SV0002
F000004798,D000662,U00662,SV0042
F000004799,D000662,U00662,SV0015
F000004800,D000662,U00662,SV0004
F000004801,D000662,U00662,SV0005
F000004802,D000662,U00662,SV0023
F000004803,D000662,U00662,
F000004804,D000662,U00662,SV0001
F000004805,D000662,U00662,SV0005
F000004806,D000662,U00662,SV0039
F000004807,D007684,U07684,SV0018
F000004808,D007684,U07684,SV0039
F000004809,D007684,U07684,SV0018
F000004810,D007684,U07684,SV0003
F000004811,D007684,U07684,SV0037
F000004812,D007684,U07684,SV0039
F000004813,D007684,U07684,SV0004
F000004814,D007684,U07684,SV0001
F000004815,D010654,U07652,SV0033
F000004816,D010654,U07652,
F000004817,D010654,U07652,
F000004818,D010654,U07652,
F000004819,D010654,U07652,SV0037
F000004820,D010654,U07652,SV0041
F000004821,D010654,U07652,SV0034
F000004822,D010654,U07652,SV0002
F000004823,D010654,U07652,
F000004824,D010654,U07652,SV0008
F000004825,D013274,,
F000004826,D013274,,SV0015
F000004827,D013274,,SV0011
F000004828,D013274,,
F000004829,D013274,,
F000004830,D013274,,SV0027
F000004831,D013274,,SV0003
F000004832,D013274,,
F000004833,D000607,U00607,SV0038
F000004834,D000607,U00607,
F000004835,D000607,U00607,SV0007
F000004836,D000607,U00607,SV0036
F000004837,D000607,U00607,SV0011
F000004838,D011528,U01713,SV0038
F000004839,D011528,U01713,SV0006
F000004840,D011528,U01713,
F000004841,D011528,U01713,
F000004842,D011528,U01713,SV0016
F000004843,D011528,U01713,
F000004844,D011528,U01713,SV0028
F000004845,D011528,U01713,
F000004846,D011528,U01713,
F000004847,D004311,U04311,SV0008
F000004848,D004311,U04311,
F000004849,D004311,U04311,SV0027
F000004850,D004311,U04311,SV0039
F000004851,D000610,U00610,SV0039
F000004852,D000610,U00610,
F000004853,D000610,U00610,SV0007
F000004854,D000610,U00610,
F000004855,D000610,U00610,SV0013
F000004856,D000610,U00610,SV0040
F000004857,D000610,U00610,SV0002
F000004858,D000610,U00610,
F000004859,D000610,U00610,SV0008
F000004860,D005433,U05433,SV0038
F000004861,D005433,U05433,SV0042
F000004862,D005433,U05433,SV0034
F000004863,D005433,U05433,SV0042
F000004864,D005433,U05433,SV0035
F000004865,D005433,U05433,SV0041
F000004866,D005679,U05679,SV0039
F000004867,D005679,U05679,
F000004868,D005679,U05679,SV0008
F000004869,D005679,U05679,SV0042
F000004870,D005679,U05679,SV0040
F000004871,D005679,U05679,
F000004872,D005679,U05679,
F000004873,D000613,U00613,SV0003
F000004874,D000613,U00613,
F000004875,D000613,U00613,
F000004876,D000613,U00613,SV0040
F000004877,D000613,U00613,SV0009
F000004878,D000613,U00613,SV0033
F000004879,D000613,U00613,
F000004880,D000613,U00613,SV0041
F000004881,D000613,U00613,SV0004
F000004882,D000613,U00613,
F000004883,D000613,U00613,SV0010
F000004884,D000613,U00613,SV0041
F000004885,D000613,U00613,
F000004886,D000613,U00613,SV0040
F000004887,D000613,U00613,
F000004888,D000613,U00613,
F000004889,D008517,U08517,
F000004890,D008517,U08517,SV0042
F000004891,D008517,U08517,
F000004892,D008517,U08517,SV0009
F000004893,D008517,U08517,SV0041
F000004894,D008517,U08517,SV0016
F000004895,D008517,U08517,SV0034
F000004896,D008517,U08517,SV0038
F000004897,D004103,U04103,SV0039
F000004898,D004103,U04103,SV0039
F000004899,D004103,U04103,SV0040
F000004900,D004103,U04103,SV0038
F000004901,D004103,U04103,SV0007
F000004902,D004103,U04103,SV0017
F000004903,D004103,U04103,SV0040
F000004904,D004103,U04103,SV0042
F000004905,D004103,U04103,SV0042
F000004906,D004103,U04103,
F000004907,D004103,U04103,SV0041
F000004908,D000616,U00616,SV0039
F000004909,D000616,U00616,SV0003
F000004910,D000616,U00616,SV0025
F000004911,D004464,U04464,SV0042
F000004912,D004464,U04464,SV0042
F000004913,D004464,U04464,SV0013
F000004914,D004464,U04464,SV0039
F000004915,D004464,U04464,
F000004916,D004464,U04464,
F000004917,D000618,U00618,SV0016
F000004918,D000618,U00618,SV0038
F000004919,D000618,U00618,SV0041
F000004920,D000618,U00618,SV0006
F000004921,D000618,U00618,SV0010
F000004922,D000618,U00618,SV0012
F000004923,D000619,U00619,SV0026
F000004924,D000619,U00619,
F000004925,D000619,U00619,SV0041
F000004926,D000619,U00619,SV0007
F000004927,D009197,U09197,SV0016
F000004928,D009197,U09197,SV0039
F000004929,D009197,U09197,
F000004930,D009197,U09197,SV0003
F000004931,D009197,U09197,
F000004932,D009197,U09197,SV0041
F000004933,D009197,U09197,SV0041
F000004934,D009197,U09197,
F000004935,D009197,U09197,SV0011
F000004936,D009197,U09197,SV0040
F000004937,D009197,U09197,SV0040
F000004938,D009197,U09197,SV0042
F000004939,D009197,U09197,
F000004940,D000621,U00621,SV0001
F000004941,D000621,U00621,
F000004942,D000621,U00621,SV0028
F000004943,D000621,U00621,
F000004944,D000621,U00621,SV0016
F000004945,D000622,U00622,
F000004946,D000622,U00622,SV0042
F000004947,D000622,U00622,SV0026
F000004948,D000622,U00622,SV0006
F000004949,D000622,U00622,
F000004950,D000622,U00622,SV0024
F000004951,D000622,U00622,SV0024
F000004952,D000622,U00622,SV0039
F000004953,D000622,U00622,SV0033
F000004954,D000622,U00622,
F000004955,D000623,U00623,
F000004956,D000623,U00623,
F000004957,D000623,U00623,SV0004
F000004958,D000623,U00623,SV0033
F000004959,D000623,U00623,SV0002
F000004960,D000623,U00623,
F000004961,D000623,U00623,
F000004962,D000623,U00623,SV0040
F000004963,D000623,U00623,
F000004964,D000623,U00623,SV0039
F000004965,D000623,U00623,
F000004966,D002764,U02764,
F000004967,D002764,U02764,SV0042
F000004968,D002764,U02764,
F000004969,D002764,U02764,
F000004970,D002764,U02764,SV0015
F000004971,D002764,U02764,SV0035
F000004972,D002764,U02764,
F000004973,D002764,U02764,
F000004974,D002764,U02764,
F000004975,D002764,U02764,
F000004976,D000625,U00625,SV0034
F000004977,D000625,U00625,SV0032
F000004978,D000625,U00625,SV0038
F000004979,D000625,U00625,
F000004980,D000625,U00625,SV0027
F000004981,D000625,U00625,SV0015
F000004982,D000625,U00625,SV0028
F000004983,D000625,U00625,SV0033
F000004984,D000625,U00625,
F000004985,D000626,U00626,SV0039
F000004986,D000626,U00626,SV0040
F000004987,D000626,U00626,
F000004988,D000626,U00626,
F000004989,D000626,U00626,SV0040
F000004990,D000626,U00626,SV0036
F000004991,D000626,U00626,SV0041
F000004992,D006399,U06399,SV0013
F000004993,D006399,U06399,
F000004994,D006399,U06399,
F000004995,D006399,U06399,SV0017
F000004996,D006399,U06399,
F000004997,D006399,U06399,SV0042
F000004998,D006399,U06399,SV0002
F000004999,D006399,U06399,
F000005000,D006399,U06399,SV0041
F000005001,D006399,U06399,SV0042
F000005002,D011171,U00335,SV0042
F000005003,D011171,U00335,SV0040
F000005004,D011171,U00335,SV0034
F000005005,D011171,U00335,SV0037
F000005006,D011171,U00335,SV0039
F000005007,D011171,U00335,SV0041
F000005008,D001941,U01941,
F000005009,D001941,U01941,SV0012
F000005010,D001941,U01941,
F000005011,D001941,U01941,
F000005012,D001941,U01941,SV0039
F000005013,D001941,U01941,SV0042
F000005014,D011708,U07849,
F000005015,D011708,U07849,
F000005016,D011708,U07849,SV0014
F000005017,D011708,U07849,SV0012
F000005018,D011708,U07849,SV0037
F000005019,D011708,U07849,SV0038
F000005020,D013159,,SV0038
F000005021,D013159,,SV0013
F000005022,D013159,,SV0033
F000005023,D013159,,SV0034
F000005024,D013159,,SV0035
F000005025,D013159,,SV0010
F000005026,D008183,U08183,
F000005027,D008183,U08183,
F000005028,D008183,U08183,SV0015
F000005029,D008183,U08183,SV0032
F000005030,D008183,U08183,
F000005031,D008183,U08183,
F000005032,D008183,U08183,SV0039
F000005033,D008183,U08183,SV0041
F000005034,D008183,U08183,SV0007
F000005035,D008183,U08183,SV0036
F000005036,D008183,U08183,SV0040
F000005037,D008183,U08183,
F000005038,D003360,U03360,SV0034
F000005039,D003360,U03360,
F000005040,D003360,U03360,SV0036
F000005041,D003360,U03360,
F000005042,D003360,U03360,
F000005043,D003360,U03360,SV0010
F000005044,D003360,U03360,SV0028
F000005045,D003360,U03360,SV0041
F000005046,D003360,U03360,SV0017
F000005047,D000634,U00634,
F000005048,D000634,U00634,SV0033
F000005049,D000634,U00634,SV0015
F000005050,D000634,U00634,SV0030
F000005051,D000634,U00634,SV0017
F000005052,D000634,U00634,SV0033
F000005053,D000634,U00634,SV0040
F000005054,D000634,U00634,
F000005055,D000634,U00634,SV0014
F000005056,D007437,U07437,SV0027
F000005057,D007437,U07437,SV0017
F000005058,D007437,U07437,SV0016
F000005059,D007437,U07437,
F000005060,D007437,U07437,SV0035
F000005061,D007437,U07437,SV0025
F000005062,D007437,U07437,
F000005063,D010423,U05642,
F000005064,D010423,U05642,
F000005065,D010423,U05642,
F000005066,D010423,U05642,
F000005067,D010423,U05642,SV0001
F000005068,D010423,U05642,SV0002
F000005069,D010423,U05642,SV0036
F000005070,D000637,U00637,
F000005071,D000637,U00637,SV0026
F000005072,D000637,U00637,SV0018
F000005073,D000637,U00637,
F000005074,D000637,U00637,
F000005075,D000637,U00637,SV0039
F000005076,D000637,U00637,SV0007
F000005077,D000637,U00637,SV0004
F000005078,D001805,U01805,SV0038
F000005079,D001805,U01805,SV0042
F000005080,D001805,U01805,
F000005081,D001805,U01805,SV0036
F000005082,D001805,U01805,SV0040
F000005083,D001805,U01805,SV0004
F000005084,D001805,U01805,SV0002
F000005085,D001805,U01805,SV0040
F000005086,D001805,U01805,SV0002
F000005087,D001805,U01805,
F000005088,D012224,U06136,
F000005089,D012224,U06136,
F000005090,D012224,U06136,SV0007
F000005091,D012224,U06136,
F000005092,D012224,U06136,
F000005093,D012224,U06136,
F000005094,D012224,U06136,SV0001
F000005095,D012224,U06136,
F000005096,D012224,U06136,
F000005097,D000640,U00640,SV0001
F000005098,D000640,U00640,
F000005099,D000640,U00640,
F000005100,D000640,U00640,SV0041
F000005101,D000640,U00640,SV0041
F000005102,D000640,U00640,SV0007
F000005103,D000640,U00640,SV0028
F000005104,D000640,U00640,SV0001
F000005105,D000640,U00640,
F000005106,D000640,U00640,
F000005107,D012652,,
F000005108,D012652,,SV0013
F000005109,D012652,,SV0040
F000005110,D012652,,SV0005
F000005111,D012652,,
F000005112,D012652,,
F000005113,D012652,,SV0038
F000005114,D012652,,
F000005115,D012652,,SV0034
F000005116,D012652,,SV0023
F000005117,D012954,,
F000005118,D012954,,SV0018
F000005119,D012954,,
F000005120,D012954,,SV0041
F000005121,D012954,,SV0010
F000005122,D012954,,
F000005123,D012954,,SV0005
F000005124,D012954,,SV0042
F000005125,D012954,,
F000005126,D012954,,
F000005127,D012954,,SV0039
F000005128,D012954,,
F000005129,D000643,U00643,SV0007
F000005130,D000643,U00643,
F000005131,D000643,U00643,SV0018
F000005132,D000643,U00643,SV0039
F000005133,D000643,U00643,SV0040
F000005134,D006325,U06325,SV0014
F000005135,D006325,U06325,SV0003
F000005136,D006325,U06325,SV0016
F000005137,D006325,U06325,SV0033
F000005138,D006325,U06325,SV0032
F000005139,D006325,U06325,SV0041
F000005140,D006325,U06325,SV0029
F000005141,D006325,U06325,SV0033
F000005142,D006325,U06325,
F000005143,D013046,,SV0035
F000005144,D013046,,
F000005145,D013046,,SV0035
F000005146,D013046,,
F000005147,D013046,,SV0029
F000005148,D013046,,
F000005149,D000646,U00646,SV0015
F000005150,D000646,U00646,SV0028
F000005151,D000646,U00646,
F000005152,D000646,U00646,SV0041
F000005153,D000646,U00646,
F000005154,D000646,U00646,
F000005155,D000646,U00646,SV0042
F000005156,D000646,U00646,SV0032
F000005157,D000646,U00646,
F000005158,D000646,U00646,SV0042
F000005159,D000646,U00646,
F000005160,D000647,U00647,SV0001
F000005161,D000647,U00647,SV0034
F000005162,D000647,U00647,SV0033
F000005163,D000647,U00647,SV0002
F000005164,D000647,U00647,SV0002
F000005165,D000647,U00647,SV0025
F000005166,D000647,U00647,SV0002
F000005167,D000647,U00647,
F000005168,D008434,U08434,
F000005169,D008434,U08434,
F000005170,D008434,U08434,
F000005171,D008434,U08434,SV0007
F000005172,D008434,U08434,SV0007
F000005173,D008434,U08434,SV0007
F000005174,D008434,U08434,SV0041
F000005175,D008434,U08434,
F000005176,D008434,U08434,
F000005177,D008434,U08434,SV0001
F000005178,D008434,U08434,
F000005179,D008434,U08434,SV0042
F000005180,D008434,U08434,
F000005181,D005221,U05221,
F000005182,D005221,U05221,SV0040
F000005183,D005221,U05221,
F000005184,D005221,U05221,
F000005185,D005221,U05221,SV0003
F000005186,D005221,U05221,SV0034
F000005187,D009316,U09316,SV0001
F000005188,D009316,U09316,SV0007
F000005189,D009316,U09316,SV0040
F000005190,D009316,U09316,SV0025
F000005191,D009316,U09316,
F000005192,D009316,U09316,
F000005193,D009316,U09316,
F000005194,D009316,U09316,SV0014
F000005195,D009316,U09316,SV0026
F000005196,D009316,U09316,
F000005197,D009316,U09316,SV0030
F000005198,D009316,U09316,SV0006
F000005199,D007897,U07897,
F000005200,D007897,U07897,
F000005201,D007897,U07897,
F000005202,D007897,U07897,SV0037
F000005203,D007897,U07897,SV0038
F000005204,D007897,U07897,
F000005205,D007897,U07897,SV0041
F000005206,D007897,U07897,SV0003
F000005207,D007897,U07897,SV0036
F000005208,D007897,U07897,
F000005209,D007897,U07897,SV0015
F000005210,D013024,,SV0006
F000005211,D013024,,SV0013
F000005212,D013024,,
F000005213,D013024,,SV0035
F000005214,D013024,,
F000005215,D013024,,SV0040
F000005216,D013024,,
F000005217,D013024,,
F000005218,D013024,,
F000005219,D013024,,SV0042
F000005220,D013024,,
F000005221,D013239,,SV0013
F000005222,D013239,,SV0004
F000005223,D013239,,SV0042
F000005224,D013239,,SV0003
F000005225,D013239,,SV0004
F000005226,D013239,,SV0017
F000005227,D000654,U00654,
F000005228,D000654,U00654,SV0034
F000005229,D000654,U00654,
F000005230,D000654,U00654,
F000005231,D000654,U00654,SV0040
F000005232,D000654,U00654,SV0028
F000005233,D008311,U08311,SV0012
F000005234,D008311,U08311,
F000005235,D008311,U08311,SV0025
F000005236,D008311,U08311,SV0039
F000005237,D011850,U03691,SV0035
F000005238,D011850,U03691,
F000005239,D011850,U03691,SV0041
F000005240,D011850,U03691,SV0042
F000005241,D011850,U03691,
F000005242,D011850,U03691,
F000005243,D011850,U03691,SV0002
F000005244,D011850,U03691,SV0042
F000005245,D011850,U03691,SV0033
F000005246,D011850,U03691,SV0002
F000005247,D012114,U00464,SV0001
F000005248,D012114,U00464,SV0035
F000005249,D012114,U00464,
F000005250,D012114,U00464,
F000005251,D012114,U00464,
F000005252,D012114,U00464,
F000005253,D012114,U00464,SV0036
F000005254,D012114,U00464,
F000005255,D012114,U00464,
F000005256,D012114,U00464,SV0027
F000005257,D012114,U00464,
F000005258,D012114,U00464,
F000005259,D012114,U00464,
F000005260,D012193,U04529,SV0004
F000005261,D012193,U04529,SV0036
F000005262,D012193,U04529,
F000005263,D009578,U09578,SV0016
F000005264,D009578,U09578,SV0034
F000005265,D009578,U09578,SV0013
F000005266,D009578,U09578,SV0001
F000005267,D009578,U09578,SV0008
F000005268,D009578,U09578,
F000005269,D009578,U09578,
F000005270,D009578,U09578,SV0014
F000005271,D009578,U09578,SV0002
F000005272,D009578,U09578,
F000005273,D000660,U00660,SV0039
F000005274,D000660,U00660,SV0003
F000005275,D000660,U00660,SV0040
F000005276,D000660,U00660,
F000005277,D000660,U00660,
F000005278,D000660,U00660,SV0039
F000005279,D000660,U00660,SV0017
F000005280,D000661,U00661,
F000005281,D000661,U00661,SV0010
F000005282,D000661,U00661,
F000005283,D000661,U00661,SV0007
F000005284,D000661,U00661,SV0024
F000005285,D000661,U00661,SV0006
F000005286,D000661,U00661,SV0009
F000005287,D000661,U00661,SV0024
F000005288,D000661,U00661,SV0039
F000005289,D000662,U00662,SV0001
F000005290,D000662,U00662,
F000005291,D000662,U00662,SV0028
F000005292,D000662,U00662,SV0023
F000005293,D000662,U00662,SV0007
F000005294,D000662,U00662,SV0039
F000005295,D000662,U00662,SV0036
F000005296,D000663,U00663,SV0029
F000005297,D000663,U00663,
F000005298,D000663,U00663,SV0036
F000005299,D000663,U00663,SV0027
F000005300,D000663,U00663,SV0012
F000005301,D000663,U00663,
F000005302,D012792,,
F000005303,D012792,,SV0018
F000005304,D012792,,
F000005305,D012792,,
F000005306,D012792,,
F000005307,D012792,,SV0035
F000005308,D002532,U02532,SV0041
F000005309,D002532,U02532,
F000005310,D002532,U02532,SV0004
F000005311,D002532,U02532,SV0005
F000005312,D002532,U02532,SV0041
F000005313,D002532,U02532,SV0013
F000005314,D002532,U02532,SV0038
F000005315,D002532,U02532,SV0036
F000005316,D002400,U02400,
F000005317,D002400,U02400,SV0035
F000005318,D002400,U02400,
F000005319,D002400,U02400,SV0029
F000005320,D002400,U02400,
F000005321,D001998,U01998,SV0001
F000005322,D001998,U01998,SV0041
F000005323,D001998,U01998,
F000005324,D001998,U01998,
F000005325,D001998,U01998,
F000005326,D001998,U01998,
F000005327,D001998,U01998,SV0035
F000005328,D001998,U01998,SV0001
F000005329,D001998,U01998,SV0001
F000005330,D004141,U04141,SV0011
F000005331,D004141,U04141,SV0039
F000005332,D004141,U04141,SV0040
F000005333,D004141,U04141,SV0005
F000005334,D004141,U04141,
F000005335,D004141,U04141,SV0004
F000005336,D004141,U04141,SV0037
F000005337,D004141,U04141,
F000005338,D004141,U04141,SV0041
F000005339,D004141,U04141,SV0038
F000005340,D004141,U04141,
F000005341,D000707,U00707,
F000005342,D000707,U00707,SV0041
F000005343,D000707,U00707,SV0029
F000005344,D000707,U00707,SV0039
F000005345,D000707,U00707,SV0038
F000005346,D000707,U00707,
F000005347,D000707,U00707,SV0029
F000005348,D000707,U00707,SV0002
F000005349,D000707,U00707,
F000005350,D005526,U05526,
F000005351,D005526,U05526,SV0042
F000005352,D005526,U05526,SV0003
F000005353,D005526,U05526,
F000005354,D005526,U05526,
F000005355,D005526,U05526,
F000005356,D000671,U00671,
F000005357,D000671,U00671,SV0035
F000005358,D000671,U00671,SV0025
F000005359,D000671,U00671,SV0025
F000005360,D000671,U00671,
F000005361,D000671,U00671,
F000005362,D000671,U00671,
F000005363,D000671,U00671,
F000005364,D000671,U00671,
F000005365,D000671,U00671,
F000005366,D010407,U01889,SV0018
F000005367,D010407,U01889,
F000005368,D010407,U01889,
F000005369,D010407,U01889,SV0040
F000005370,D010407,U01889,
F000005371,D002062,U02062,SV0010
F000005372,D002062,U02062,SV0009
F000005373,D002062,U02062,SV0029
F000005374,D002062,U02062,
F000005375,D002062,U02062,SV0018
F000005376,D002062,U02062,
F000005377,D002062,U02062,SV0012
F000005378,D002062,U02062,
F000005379,D002062,U02062,SV0033
F000005380,D003912,U03912,
F000005381,D003912,U03912,
F000005382,D003912,U03912,
F000005383,D003912,U03912,
F000005384,D003912,U03912,
F000005385,D003912,U03912,SV0040
F000005386,D003912,U03912,SV0018
F000005387,D003912,U03912,SV0012
F000005388,D010375,U05629,SV0041
F000005389,D010375,U05629,SV0034
F000005390,D010375,U05629,
F000005391,D010375,U05629,SV0036
F000005392,D010375,U05629,SV0038
F000005393,D010375,U05629,
F000005394,D010375,U05629,
F000005395,D010375,U05629,SV0042
F000005396,D010375,U05629,
F000005397,D010375,U05629,SV0040
F000005398,D010375,U05629,
F000005399,D000676,U00676,SV0001
F000005400,D000676,U00676,
F000005401,D000676,U00676,
F000005402,D000676,U00676,SV0002
F000005403,D005543,U05543,
F000005404,D005543,U05543,SV0035
F000005405,D005543,U05543,SV0014
F000005406,D005543,U05543,SV0015
F000005407,D005543,U05543,SV0023
F000005408,D005543,U05543,SV0004
F000005409,D005543,U05543,SV0023
F000005410,D005543,U05543,SV0042
F000005411,D002323,U02323,SV0033
F000005412,D002323,U02323,
F000005413,D002323,U02323,SV0036
F000005414,D005127,U05127,SV0015
F000005415,D005127,U05127,
F000005416,D005127,U05127,
F000005417,D005127,U05127,
F000005418,D005127,U05127,
F000005419,D005127,U05127,SV0035
F000005420,D005127,U05127,
F000005421,D005127,U05127,SV0041
F000005422,D005127,U05127,
F000005423,D005127,U05127,SV0037
F000005424,D005127,U05127,SV0001
F000005425,D000680,U00680,
F000005426,D000680,U00680,
F000005427,D000680,U00680,
F000005428,D000680,U00680,SV0039
F000005429,D000680,U00680,SV0041
F000005430,D000681,U00681,SV0008
F000005431,D000681,U00681,SV0006
F000005432,D000681,U00681,SV0003
F000005433,D000681,U00681,
F000005434,D000681,U00681,SV0025
F000005435,D000681,U00681,
F000005436,D000681,U00681,SV0039
F000005437,D000681,U00681,SV0036
F000005438,D000681,U00681,SV0036
F000005439,D008421,U08421,SV0028
F000005440,D008421,U08421,SV0041
F000005441,D008421,U08421,SV0042
F000005442,D008421,U08421,SV0011
F000005443,D008421,U08421,SV0024
F000005444,D008421,U08421,SV0026
F000005445,D010699,U05785,
F000005446,D010699,U05785,SV0039
F000005447,D010699,U05785,SV0039
F000005448,D010699,U05785,
F000005449,D010699,U05785,SV0014
F000005450,D010725,U06868,
F000005451,D010725,U06868,SV0013
F000005452,D010725,U06868,
F000005453,D010725,U06868,
F000005454,D010725,U06868,SV0023
F000005455,D010725,U06868,SV0017
F000005456,D010725,U06868,SV0001
F000005457,D010725,U06868,SV0002
F000005458,D010725,U06868,
F000005459,D010725,U06868,SV0027
F000005460,D010725,U06868,SV0041
F000005461,D005355,U05355,SV0001
F000005462,D005355,U05355,SV0009
F000005463,D005355,U05355,
F000005464,D005355,U05355,
F000005465,D005355,U05355,SV0025
F000005466,D005355,U05355,
F000005467,D005355,U05355,SV0038
F000005468,D006157,U06157,
F000005469,D006157,U06157,
F000005470,D006157,U06157,SV0005
F000005471,D006157,U06157,SV0026
F000005472,D006157,U06157,
F000005473,D006157,U06157,
F000005474,D006157,U06157,SV0038
F000005475,D006157,U06157,SV0042
F000005476,D006157,U06157,
F000005477,D006157,U06157,
F000005478,D000687,U00687,SV0012
F000005479,D000687,U00687,
F000005480,D000687,U00687,
F000005481,D000687,U00687,
F000005482,D000687,U00687,
F000005483,D000687,U00687,
F000005484,D000687,U00687,SV0037
F000005485,D000687,U00687,
F000005486,D000687,U00687,
F000005487,D000688,U00688,SV0038
F000005488,D000688,U00688,SV0002
F000005489,D000688,U00688,SV0010
F000005490,D000688,U00688,SV0035
F000005491,D000688,U00688,
F000005492,D000688,U00688,SV0004
F000005493,D000688,U00688,SV0042
F000005494,D000688,U00688,SV0013
F000005495,D000688,U00688,SV0024
F000005496,D000688,U00688,SV0005
F000005497,D000688,U00688,
F000005498,D011212,U04871,
F000005499,D011212,U04871,
F000005500,D011212,U04871,SV0028
F000005501,D011212,U04871,
F000005502,D011212,U04871,SV0036
F000005503,D000690,U00690,SV0040
F000005504,D000690,U00690,SV0037
F000005505,D000690,U00690,SV0015
F000005506,D000690,U00690,SV0041
F000005507,D000691,U00691,
F000005508,D000691,U00691,SV0040
F000005509,D000691,U00691,
F000005510,D000691,U00691,SV0035
F000005511,D000691,U00691,
F000005512,D000691,U00691,
F000005513,D000691,U00691,
F000005514,D000691,U00691,SV0005
F000005515,D000691,U00691,
