switch_id,interface,if_role,admin_state,port_channel
SW017,Gi1/0/32,access,down,
SW017,Gi1/0/33,access,down,
SW017,Gi1/0/34,access,down,
SW017,Gi1/0/35,access,down,
SW017,Gi1/0/36,access,down,
SW017,Gi1/0/37,access,down,
SW017,Gi1/0/38,access,down,
SW017,Gi1/0/39,access,down,
SW017,Gi1/0/40,access,down,
SW017,Gi1/0/41,access,down,
SW017,Gi1/0/42,access,down,
SW017,Gi1/0/43,access,down,
SW017,Gi1/0/44,access,down,
SW017,Gi1/0/45,access,down,
SW017,Gi1/0/46,access,down,
SW017,Gi1/0/47,access,down,
SW017,Gi1/0/48,access,down,
SW017,Te1/1/1,uplink,up,Po1
SW017,Te1/1/2,uplink,up,Po1
SW017,Te1/1/3,uplink,up,Po1
SW017,Te1/1/4,uplink,up,Po1
SW018,Gi1/0/1,access,down,
SW018,Gi1/0/2,access,down,
SW018,Gi1/0/3,access,down,
SW018,Gi1/0/4,access,down,
SW018,Gi1/0/5,access,down,
SW018,Gi1/0/6,access,down,
SW018,Gi1/0/7,access,down,
SW018,Gi1/0/8,access,down,
SW018,Gi1/0/9,access,down,
SW018,Gi1/0/10,access,down,
SW018,Gi1/0/11,access,down,
SW018,Gi1/0/12,access,down,
SW018,Gi1/0/13,access,down,
SW018,Gi1/0/14,access,down,
SW018,Gi1/0/15,access,down,
SW018,Gi1/0/16,access,down,
SW018,Gi1/0/17,access,down,
SW018,Gi1/0/18,access,down,
SW018,Gi1/0/19,access,down,
SW018,Gi1/0/20,access,down,
SW018,Gi1/0/21,access,down,
SW018,Gi1/0/22,access,down,
SW018,Gi1/0/23,access,down,
SW018,Gi1/0/24,access,down,
SW018,Gi1/0/25,access,down,
SW018,Gi1/0/26,access,down,
SW018,Gi1/0/27,access,down,
SW018,Gi1/0/28,access,down,
SW018,Gi1/0/29,access,down,
SW018,Gi1/0/30,access,down,
SW018,Gi1/0/31,access,down,
SW018,Gi1/0/32,access,down,
SW018,Gi1/0/33,access,down,
SW018,Gi1/0/34,access,down,
SW018,Gi1/0/35,access,down,
SW018,Gi1/0/36,access,down,
SW018,Gi1/0/37,access,down,
SW018,Gi1/0/38,access,down,
SW018,Gi1/0/39,access,down,
SW018,Gi1/0/40,access,down,
SW018,Gi1/0/41,access,down,
SW018,Gi1/0/42,access,down,
SW018,Gi1/0/43,access,down,
SW018,Gi1/0/44,access,down,
SW018,Gi1/0/45,access,down,
SW018,Gi1/0/46,access,down,
SW018,Gi1/0/47,access,down,
SW018,Gi1/0/48,access,down,
SW018,Te1/1/1,uplink,up,Po1
SW018,Te1/1/2,uplink,up,Po1
SW018,Te1/1/3,uplink,up,Po1
SW018,Te1/1/4,uplink,up,Po1
SW019,Gi1/0/1,access,down,
SW019,Gi1/0/2,access,down,
SW019,Gi1/0/3,access,down,
SW019,Gi1/0/4,access,down,
SW019,Gi1/0/5,access,down,
SW019,Gi1/0/6,access,down,
SW019,Gi1/0/7,access,down,
SW019,Gi1/0/8,access,down,
SW019,Gi1/0/9,access,down,
SW019,Gi1/0/10,access,down,
SW019,Gi1/0/11,access,down,
SW019,Gi1/0/12,access,down,
SW019,Gi1/0/13,access,down,
SW019,Gi1/0/14,access,down,
SW019,Gi1/0/15,access,down,
SW019,Gi1/0/16,access,down,
SW019,Gi1/0/17,access,down,
SW019,Gi1/0/18,access,down,
SW019,Gi1/0/19,access,down,
SW019,Gi1/0/20,access,down,
SW019,Gi1/0/21,access,down,
SW019,Gi1/0/22,access,down,
SW019,Gi1/0/23,access,down,
SW019,Gi1/0/24,access,down,
SW019,Gi1/0/25,access,down,
SW019,Gi1/0/26,access,down,
SW019,Gi1/0/27,access,down,
SW019,Gi1/0/28,access,down,
SW019,Gi1/0/29,access,down,
SW019,Gi1/0/30,access,down,
SW019,Gi1/0/31,access,down,
SW019,Gi1/0/32,access,down,
SW019,Gi1/0/33,access,down,
SW019,Gi1/0/34,access,down,
SW019,Gi1/0/35,access,down,
SW019,Gi1/0/36,access,down,
SW019,Gi1/0/37,access,down,
SW019,Gi1/0/38,access,down,
SW019,Gi1/0/39,access,down,
SW019,Gi1/0/40,access,down,
SW019,Gi1/0/41,access,down,
SW019,Gi1/0/42,access,down,
SW019,Gi1/0/43,access,down,
SW019,Gi1/0/44,access,down,
SW019,Gi1/0/45,access,down,
SW019,Gi1/0/46,access,down,
SW019,Gi1/0/47,access,down,
SW019,Gi1/0/48,access,down,
SW019,Te1/1/1,uplink,up,Po1
SW019,Te1/1/2,uplink,up,Po1
SW019,Te1/1/3,uplink,up,Po1
SW019,Te1/1/4,uplink,up,Po1
SW020,Gi1/0/1,access,down,
SW020,Gi1/0/2,access,down,
SW020,Gi1/0/3,access,down,
SW020,Gi1/0/4,access,down,
SW020,Gi1/0/5,access,down,
SW020,Gi1/0/6,access,down,
SW020,Gi1/0/7,access,down,
SW020,Gi1/0/8,access,down,
SW020,Gi1/0/9,access,down,
SW020,Gi1/0/10,access,down,
SW020,Gi1/0/11,access,down,
SW020,Gi1/0/12,access,down,
SW020,Gi1/0/13,access,down,
SW020,Gi1/0/14,access,down,
SW020,Gi1/0/15,access,down,
SW020,Gi1/0/16,access,down,
SW020,Gi1/0/17,access,down,
SW020,Gi1/0/18,access,down,
SW020,Gi1/0/19,access,down,
SW020,Gi1/0/20,access,down,
SW020,Gi1/0/21,access,down,
SW020,Gi1/0/22,access,down,
SW020,Gi1/0/23,access,down,
SW020,Gi1/0/24,access,down,
SW020,Gi1/0/25,access,down,
SW020,Gi1/0/26,access,down,
SW020,Gi1/0/27,access,down,
SW020,Gi1/0/28,access,down,
SW020,Gi1/0/29,access,down,
SW020,Gi1/0/30,access,down,
SW020,Gi1/0/31,access,down,
SW020,Gi1/0/32,access,down,
SW020,Gi1/0/33,access,down,
SW020,Gi1/0/34,access,down,
SW020,Gi1/0/35,access,down,
SW020,Gi1/0/36,access,down,
SW020,Gi1/0/37,access,down,
SW020,Gi1/0/38,access,down,
SW020,Gi1/0/39,access,down,
SW020,Gi1/0/40,access,down,
SW020,Gi1/0/41,access,down,
SW020,Gi1/0/42,access,down,
SW020,Gi1/0/43,access,down,
SW020,Gi1/0/44,access,down,
SW020,Gi1/0/45,access,down,
SW020,Gi1/0/46,access,down,
SW020,Gi1/0/47,access,down,
SW020,Gi1/0/48,access,down,
SW020,Te1/1/1,uplink,up,Po1
SW020,Te1/1/2,uplink,up,Po1
SW020,Te1/1/3,uplink,up,Po1
SW020,Te1/1/4,uplink,up,Po1
SW021,Gi1/0/1,access,down,
SW021,Gi1/0/2,access,down,
SW021,Gi1/0/3,access,down,
SW021,Gi1/0/4,access,down,
SW021,Gi1/0/5,access,down,
SW021,Gi1/0/6,access,down,
SW021,Gi1/0/7,access,down,
SW021,Gi1/0/8,access,down,
SW021,Gi1/0/9,access,down,
SW021,Gi1/0/10,access,down,
SW021,Gi1/0/11,access,down,
SW021,Gi1/0/12,access,down,
SW021,Gi1/0/13,access,down,
SW021,Gi1/0/14,access,down,
SW021,Gi1/0/15,access,down,
SW021,Gi1/0/16,access,down,
SW021,Gi1/0/17,access,down,
SW021,Gi1/0/18,access,down,
SW021,Gi1/0/19,access,down,
SW021,Gi1/0/20,access,down,
SW021,Gi1/0/21,access,down,
SW021,Gi1/0/22,access,down,
SW021,Gi1/0/23,access,down,
SW021,Gi1/0/24,access,down,
SW021,Gi1/0/25,access,down,
SW021,Gi1/0/26,access,down,
SW021,Gi1/0/27,access,down,
SW021,Gi1/0/28,access,down,
SW021,Gi1/0/29,access,down,
SW021,Gi1/0/30,access,down,
SW021,Gi1/0/31,access,down,
SW021,Gi1/0/32,access,down,
SW021,Gi1/0/33,access,down,
SW021,Gi1/0/34,access,down,
SW021,Gi1/0/35,access,down,
SW021,Gi1/0/36,access,down,
SW021,Gi1/0/37,access,down,
SW021,Gi1/0/38,access,down,
SW021,Gi1/0/39,access,down,
SW021,Gi1/0/40,access,down,
SW021,Gi1/0/41,access,down,
SW021,Gi1/0/42,access,down,
SW021,Gi1/0/43,access,down,
SW021,Gi1/0/44,access,down,
SW021,Gi1/0/45,access,down,
SW021,Gi1/0/46,access,down,
SW021,Gi1/0/47,access,down,
SW021,Gi1/0/48,access,down,
SW021,Te1/1/1,uplink,up,Po1
SW021,Te1/1/2,uplink,up,Po1
SW021,Te1/1/3,uplink,up,Po1
SW021,Te1/1/4,uplink,up,Po1
SW022,Te1/1/1,core_uplink,up,
SW022,Te1/1/2,core_uplink,up,
SW022,Te1/1/3,core_uplink,up,
SW022,Te1/1/4,core_uplink,up,
SW022,Te1/1/5,core_uplink,up,
SW022,Te1/1/6,core_uplink,up,
SW022,Te1/1/7,core_uplink,up,
SW022,Te1/1/8,core_uplink,up,
SW022,Te1/0/1,access_downlink,up,
SW022,Te1/0/2,access_downlink,up,
SW022,Te1/0/3,access_downlink,up,
SW022,Te1/0/4,access_downlink,up,
SW022,Te1/0/5,access_downlink,up,
SW022,Te1/0/6,access_downlink,up,
SW022,Te1/0/7,access_downlink,up,
SW022,Te1/0/8,access_downlink,up,
SW023,Gi1/0/1,access,down,
SW023,Gi1/0/2,access,down,
SW023,Gi1/0/3,access,down,
SW023,Gi1/0/4,access,down,
SW023,Gi1/0/5,access,down,
SW023,Gi1/0/6,access,down,
SW023,Gi1/0/7,access,down,
SW023,Gi1/0/8,access,down,
SW023,Gi1/0/9,access,down,
SW023,Gi1/0/10,access,down,
SW023,Gi1/0/11,access,down,
SW023,Gi1/0/12,access,down,
SW023,Gi1/0/13,access,down,
SW023,Gi1/0/14,access,down,
SW023,Gi1/0/15,access,down,
SW023,Gi1/0/16,access,down,
SW023,Gi1/0/17,access,down,
SW023,Gi1/0/18,access,down,
SW023,Gi1/0/19,access,down,
SW023,Gi1/0/20,access,down,
SW023,Gi1/0/21,access,down,
SW023,Gi1/0/22,access,down,
SW023,Gi1/0/23,access,down,
SW023,Gi1/0/24,access,down,
SW023,Gi1/0/25,access,down,
SW023,Gi1/0/26,access,down,
SW023,Gi1/0/27,access,down,
SW023,Gi1/0/28,access,down,
SW023,Gi1/0/29,access,down,
SW023,Gi1/0/30,access,down,
SW023,Gi1/0/31,access,down,
SW023,Gi1/0/32,access,down,
SW023,Gi1/0/33,access,down,
SW023,Gi1/0/34,access,down,
SW023,Gi1/0/35,access,down,
SW023,Gi1/0/36,access,down,
SW023,Gi1/0/37,access,down,
SW023,Gi1/0/38,access,down,
SW023,Gi1/0/39,access,down,
SW023,Gi1/0/40,access,down,
SW023,Gi1/0/41,access,down,
SW023,Gi1/0/42,access,down,
SW023,Gi1/0/43,access,down,
SW023,Gi1/0/44,access,down,
SW023,Gi1/0/45,access,down,
SW023,Gi1/0/46,access,down,
SW023,Gi1/0/47,access,down,
SW023,Gi1/0/48,access,down,
SW023,Te1/1/1,uplink,up,Po1
SW023,Te1/1/2,uplink,up,Po1
SW023,Te1/1/3,uplink,up,Po1
SW023,Te1/1/4,uplink,up,Po1
SW024,Gi1/0/1,access,down,
SW024,Gi1/0/2,access,down,
SW024,Gi1/0/3,access,down,
SW024,Gi1/0/4,access,down,
SW024,Gi1/0/5,access,down,
SW024,Gi1/0/6,access,down,
SW024,Gi1/0/7,access,down,
SW024,Gi1/0/8,access,down,
SW024,Gi1/0/9,access,down,
SW024,Gi1/0/10,access,down,
SW024,Gi1/0/11,access,down,
SW024,Gi1/0/12,access,down,
SW024,Gi1/0/13,access,down,
SW024,Gi1/0/14,access,down,
SW024,Gi1/0/15,access,down,
SW024,Gi1/0/16,access,down,
SW024,Gi1/0/17,access,down,
SW024,Gi1/0/18,access,down,
SW024,Gi1/0/19,access,down,
SW024,Gi1/0/20,access,down,
SW024,Gi1/0/21,access,down,
SW024,Gi1/0/22,access,down,
SW024,Gi1/0/23,access,down,
SW024,Gi1/0/24,access,down,
SW024,Gi1/0/25,access,down,
SW024,Gi1/0/26,access,down,
SW024,Gi1/0/27,access,down,
SW024,Gi1/0/28,access,down,
SW024,Gi1/0/29,access,down,
SW024,Gi1/0/30,access,down,
SW024,Gi1/0/31,access,down,
SW024,Gi1/0/32,access,down,
SW024,Gi1/0/33,access,down,
SW024,Gi1/0/34,access,down,
SW024,Gi1/0/35,access,down,
SW024,Gi1/0/36,access,down,
SW024,Gi1/0/37,access,down,
SW024,Gi1/0/38,access,down,
SW024,Gi1/0/39,access,down,
SW024,Gi1/0/40,access,down,
SW024,Gi1/0/41,access,down,
SW024,Gi1/0/42,access,down,
SW024,Gi1/0/43,access,down,
SW024,Gi1/0/44,access,down,
SW024,Gi1/0/45,access,down,
SW024,Gi1/0/46,access,down,
SW024,Gi1/0/47,access,down,
SW024,Gi1/0/48,access,down,
SW024,Te1/1/1,uplink,up,Po1
SW024,Te1/1/2,uplink,up,Po1
SW024,Te1/1/3,uplink,up,Po1
SW024,Te1/1/4,uplink,up,Po1
SW025,Gi1/0/1,access,down,
SW025,Gi1/0/2,access,down,
SW025,Gi1/0/3,access,down,
SW025,Gi1/0/4,access,down,
SW025,Gi1/0/5,access,down,
SW025,Gi1/0/6,access,down,
SW025,Gi1/0/7,access,down,
SW025,Gi1/0/8,access,down,
SW025,Gi1/0/9,access,down,
SW025,Gi1/0/10,access,down,
SW025,Gi1/0/11,access,down,
SW025,Gi1/0/12,access,down,
SW025,Gi1/0/13,access,down,
SW025,Gi1/0/14,access,down,
SW025,Gi1/0/15,access,down,
SW025,Gi1/0/16,access,down,
SW025,Gi1/0/17,access,down,
SW025,Gi1/0/18,access,down,
SW025,Gi1/0/19,access,down,
SW025,Gi1/0/20,access,down,
SW025,Gi1/0/21,access,down,
SW025,Gi1/0/22,access,down,
SW025,Gi1/0/23,access,down,
SW025,Gi1/0/24,access,down,
SW025,Gi1/0/25,access,down,
SW025,Gi1/0/26,access,down,
SW025,Gi1/0/27,access,down,
SW025,Gi1/0/28,access,down,
SW025,Gi1/0/29,access,down,
SW025,Gi1/0/30,access,down,
SW025,Gi1/0/31,access,down,
SW025,Gi1/0/32,access,down,
SW025,Gi1/0/33,access,down,
SW025,Gi1/0/34,access,down,
SW025,Gi1/0/35,access,down,
SW025,Gi1/0/36,access,down,
SW025,Gi1/0/37,access,down,
SW025,Gi1/0/38,access,down,
SW025,Gi1/0/39,access,down,
SW025,Gi1/0/40,access,down,
SW025,Gi1/0/41,access,down,
SW025,Gi1/0/42,access,down,
SW025,Gi1/0/43,access,down,
SW025,Gi1/0/44,access,down,
SW025,Gi1/0/45,access,down,
SW025,Gi1/0/46,access,down,
SW025,Gi1/0/47,access,down,
SW025,Gi1/0/48,access,down,
SW025,Te1/1/1,uplink,up,Po1
SW025,Te1/1/2,uplink,up,Po1
SW025,Te1/1/3,uplink,up,Po1
SW025,Te1/1/4,uplink,up,Po1
SW026,Te1/1/1,core_uplink,up,
SW026,Te1/1/2,core_uplink,up,
SW026,Te1/1/3,core_uplink,up,
SW026,Te1/1/4,core_uplink,up,
SW026,Te1/1/5,core_uplink,up,
SW026,Te1/1/6,core_uplink,up,
SW026,Te1/1/7,core_uplink,up,
SW026,Te1/1/8,core_uplink,up,
SW026,Te1/0/1,access_downlink,up,
SW026,Te1/0/2,access_downlink,up,
SW026,Te1/0/3,access_downlink,up,
SW026,Te1/0/4,access_downlink,up,
SW026,Te1/0/5,access_downlink,up,
SW026,Te1/0/6,access_downlink,up,
SW026,Te1/0/7,access_downlink,up,
SW026,Te1/0/8,access_downlink,up,
SW027,Gi1/0/1,access,down,
SW027,Gi1/0/2,access,down,
SW027,Gi1/0/3,access,down,
SW027,Gi1/0/4,access,down,
SW027,Gi1/0/5,access,down,
SW027,Gi1/0/6,access,down,
SW027,Gi1/0/7,access,down,
SW027,Gi1/0/8,access,down,
SW027,Gi1/0/9,access,down,
SW027,Gi1/0/10,access,down,
SW027,Gi1/0/11,access,down,
SW027,Gi1/0/12,access,down,
SW027,Gi1/0/13,access,down,
SW027,Gi1/0/14,access,down,
SW027,Gi1/0/15,access,down,
SW027,Gi1/0/16,access,down,
SW027,Gi1/0/17,access,down,
SW027,Gi1/0/18,access,down,
SW027,Gi1/0/19,access,down,
SW027,Gi1/0/20,access,down,
SW027,Gi1/0/21,access,down,
SW027,Gi1/0/22,access,down,
SW027,Gi1/0/23,access,down,
SW027,Gi1/0/24,access,down,
SW027,Gi1/0/25,access,down,
SW027,Gi1/0/26,access,down,
SW027,Gi1/0/27,access,down,
SW027,Gi1/0/28,access,down,
SW027,Gi1/0/29,access,down,
SW027,Gi1/0/30,access,down,
SW027,Gi1/0/31,access,down,
SW027,Gi1/0/32,access,down,
SW027,Gi1/0/33,access,down,
SW027,Gi1/0/34,access,down,
SW027,Gi1/0/35,access,down,
SW027,Gi1/0/36,access,down,
SW027,Gi1/0/37,access,down,
SW027,Gi1/0/38,access,down,
SW027,Gi1/0/39,access,down,
SW027,Gi1/0/40,access,down,
SW027,Gi1/0/41,access,down,
SW027,Gi1/0/42,access,down,
SW027,Gi1/0/43,access,down,
SW027,Gi1/0/44,access,down,
SW027,Gi1/0/45,access,down,
SW027,Gi1/0/46,access,down,
SW027,Gi1/0/47,access,down,
SW027,Gi1/0/48,access,down,
SW027,Te1/1/1,uplink,up,Po1
SW027,Te1/1/2,uplink,up,Po1
SW027,Te1/1/3,uplink,up,Po1
SW027,Te1/1/4,uplink,up,Po1
SW028,Gi1/0/1,access,down,
SW028,Gi1/0/2,access,down,
SW028,Gi1/0/3,access,down,
SW028,Gi1/0/4,access,down,
SW028,Gi1/0/5,access,down,
SW028,Gi1/0/6,access,down,
SW028,Gi1/0/7,access,down,
SW028,Gi1/0/8,access,down,
SW028,Gi1/0/9,access,down,
SW028,Gi1/0/10,access,down,
SW028,Gi1/0/11,access,down,
SW028,Gi1/0/12,access,down,
SW028,Gi1/0/13,access,down,
SW028,Gi1/0/14,access,down,
SW028,Gi1/0/15,access,down,
SW028,Gi1/0/16,access,down,
SW028,Gi1/0/17,access,down,
SW028,Gi1/0/18,access,down,
SW028,Gi1/0/19,access,down,
SW028,Gi1/0/20,access,down,
SW028,Gi1/0/21,access,down,
SW028,Gi1/0/22,access,down,
SW028,Gi1/0/23,access,down,
SW028,Gi1/0/24,access,down,
SW028,Gi1/0/25,access,down,
SW028,Gi1/0/26,access,down,
SW028,Gi1/0/27,access,down,
SW028,Gi1/0/28,access,down,
SW028,Gi1/0/29,access,down,
SW028,Gi1/0/30,access,down,
SW028,Gi1/0/31,access,down,
SW028,Gi1/0/32,access,down,
SW028,Gi1/0/33,access,down,
SW028,Gi1/0/34,access,down,
SW028,Gi1/0/35,access,down,
SW028,Gi1/0/36,access,down,
SW028,Gi1/0/37,access,down,
SW028,Gi1/0/38,access,down,
SW028,Gi1/0/39,access,down,
SW028,Gi1/0/40,access,down,
SW028,Gi1/0/41,access,down,
SW028,Gi1/0/42,access,down,
SW028,Gi1/0/43,access,down,
SW028,Gi1/0/44,access,down,
SW028,Gi1/0/45,access,down,
SW028,Gi1/0/46,access,down,
SW028,Gi1/0/47,access,down,
SW028,Gi1/0/48,access,down,
SW028,Te1/1/1,uplink,up,Po1
SW028,Te1/1/2,uplink,up,Po1
SW028,Te1/1/3,uplink,up,Po1
SW028,Te1/1/4,uplink,up,Po1
SW029,Te1/1/1,core_uplink,up,
SW029,Te1/1/2,core_uplink,up,
SW029,Te1/1/3,core_uplink,up,
SW029,Te1/1/4,core_uplink,up,
SW029,Te1/1/5,core_uplink,up,
SW029,Te1/1/6,core_uplink,up,
SW029,Te1/1/7,core_uplink,up,
SW029,Te1/1/8,core_uplink,up,
SW029,Te1/0/1,access_downlink,up,
SW029,Te1/0/2,access_downlink,up,
SW029,Te1/0/3,access_downlink,up,
SW029,Te1/0/4,access_downlink,up,
SW029,Te1/0/5,access_downlink,up,
SW029,Te1/0/6,access_downlink,up,
SW029,Te1/0/7,access_downlink,up,
SW029,Te1/0/8,access_downlink,up,
SW030,Gi1/0/1,access,down,
SW030,Gi1/0/2,access,down,
SW030,Gi1/0/3,access,down,
SW030,Gi1/0/4,access,down,
SW030,Gi1/0/5,access,down,
SW030,Gi1/0/6,access,down,
SW030,Gi1/0/7,access,down,
SW030,Gi1/0/8,access,down,
SW030,Gi1/0/9,access,down,
SW030,Gi1/0/10,access,down,
SW030,Gi1/0/11,access,down,
SW030,Gi1/0/12,access,down,
SW030,Gi1/0/13,access,down,
SW030,Gi1/0/14,access,down,
SW030,Gi1/0/15,access,down,
SW030,Gi1/0/16,access,down,
SW030,Gi1/0/17,access,down,
SW030,Gi1/0/18,access,down,
SW030,Gi1/0/19,access,down,
SW030,Gi1/0/20,access,down,
SW030,Gi1/0/21,access,down,
SW030,Gi1/0/22,access,down,
SW030,Gi1/0/23,access,down,
SW030,Gi1/0/24,access,down,
SW030,Gi1/0/25,access,down,
SW030,Gi1/0/26,access,down,
SW030,Gi1/0/27,access,down,
SW030,Gi1/0/28,access,down,
SW030,Gi1/0/29,access,down,
SW030,Gi1/0/30,access,down,
SW030,Gi1/0/31,access,down,
SW030,Gi1/0/32,access,down,
SW030,Gi1/0/33,access,down,
SW030,Gi1/0/34,access,down,
SW030,Gi1/0/35,access,down,
SW030,Gi1/0/36,access,down,
SW030,Gi1/0/37,access,down,
SW030,Gi1/0/38,access,down,
SW030,Gi1/0/39,access,down,
SW030,Gi1/0/40,access,down,
SW030,Gi1/0/41,access,down,
SW030,Gi1/0/42,access,down,
SW030,Gi1/0/43,access,down,
SW030,Gi1/0/44,access,down,
SW030,Gi1/0/45,access,down,
SW030,Gi1/0/46,access,down,
SW030,Gi1/0/47,access,down,
SW030,Gi1/0/48,access,down,
SW030,Te1/1/1,uplink,up,Po1
SW030,Te1/1/2,uplink,up,Po1
SW030,Te1/1/3,uplink,up,Po1
SW030,Te1/1/4,uplink,up,Po1
SW031,Gi1/0/1,access,down,
SW031,Gi1/0/2,access,down,
SW031,Gi1/0/3,access,down,
SW031,Gi1/0/4,access,down,
SW031,Gi1/0/5,access,down,
SW031,Gi1/0/6,access,down,
SW031,Gi1/0/7,access,down,
SW031,Gi1/0/8,access,down,
SW031,Gi1/0/9,access,down,
SW031,Gi1/0/10,access,down,
SW031,Gi1/0/11,access,down,
SW031,Gi1/0/12,access,down,
SW031,Gi1/0/13,access,down,
SW031,Gi1/0/14,access,down,
SW031,Gi1/0/15,access,down,
SW031,Gi1/0/16,access,down,
SW031,Gi1/0/17,access,down,
SW031,Gi1/0/18,access,down,
SW031,Gi1/0/19,access,down,
SW031,Gi1/0/20,access,down,
SW031,Gi1/0/21,access,down,
SW031,Gi1/0/22,access,down,
SW031,Gi1/0/23,access,down,
SW031,Gi1/0/24,access,down,
SW031,Gi1/0/25,access,down,
SW031,Gi1/0/26,access,down,
SW031,Gi1/0/27,access,down,
SW031,Gi1/0/28,access,down,
SW031,Gi1/0/29,access,down,
SW031,Gi1/0/30,access,down,
SW031,Gi1/0/31,access,down,
SW031,Gi1/0/32,access,down,
SW031,Gi1/0/33,access,down,
SW031,Gi1/0/34,access,down,
SW031,Gi1/0/35,access,down,
SW031,Gi1/0/36,access,down,
SW031,Gi1/0/37,access,down,
SW031,Gi1/0/38,access,down,
SW031,Gi1/0/39,access,down,
SW031,Gi1/0/40,access,down,
SW031,Gi1/0/41,access,down,
SW031,Gi1/0/42,access,down,
SW031,Gi1/0/43,access,down,
SW031,Gi1/0/44,access,down,
SW031,Gi1/0/45,access,down,
SW031,Gi1/0/46,access,down,
SW031,Gi1/0/47,access,down,
SW031,Gi1/0/48,access,down,
SW031,Te1/1/1,uplink,up,Po1
SW031,Te1/1/2,uplink,up,Po1
SW031,Te1/1/3,uplink,up,Po1
SW031,Te1/1/4,uplink,up,Po1
SW032,Gi1/0/1,access,down,
SW032,Gi1/0/2,access,down,
SW032,Gi1/0/3,access,down,
SW032,Gi1/0/4,access,down,
SW032,Gi1/0/5,access,down,
SW032,Gi1/0/6,access,down,
SW032,Gi1/0/7,access,down,
SW032,Gi1/0/8,access,down,
SW032,Gi1/0/9,access,down,
SW032,Gi1/0/10,access,down,
SW032,Gi1/0/11,access,down,
SW032,Gi1/0/12,access,down,
SW032,Gi1/0/13,access,down,
SW032,Gi1/0/14,access,down,
SW032,Gi1/0/15,access,down,
SW032,Gi1/0/16,access,down,
SW032,Gi1/0/17,access,down,
SW032,Gi1/0/18,access,down,
SW032,Gi1/0/19,access,down,
SW032,Gi1/0/20,access,down,
SW032,Gi1/0/21,access,down,
SW032,Gi1/0/22,access,down,
SW032,Gi1/0/23,access,down,
SW032,Gi1/0/24,access,down,
SW032,Gi1/0/25,access,down,
SW032,Gi1/0/26,access,down,
SW032,Gi1/0/27,access,down,
SW032,Gi1/0/28,access,down,
SW032,Gi1/0/29,access,down,
SW032,Gi1/0/30,access,down,
SW032,Gi1/0/31,access,down,
SW032,Gi1/0/32,access,down,
SW032,Gi1/0/33,access,down,
SW032,Gi1/0/34,access,down,
SW032,Gi1/0/35,access,down,
SW032,Gi1/0/36,access,down,
SW032,Gi1/0/37,access,down,
SW032,Gi1/0/38,access,down,
SW032,Gi1/0/39,access,down,
SW032,Gi1/0/40,access,down,
SW032,Gi1/0/41,access,down,
SW032,Gi1/0/42,access,down,
SW032,Gi1/0/43,access,down,
SW032,Gi1/0/44,access,down,
SW032,Gi1/0/45,access,down,
SW032,Gi1/0/46,access,down,
SW032,Gi1/0/47,access,down,
SW032,Gi1/0/48,access,down,
SW032,Te1/1/1,uplink,up,Po1
SW032,Te1/1/2,uplink,up,Po1
SW032,Te1/1/3,uplink,up,Po1
SW032,Te1/1/4,uplink,up,Po1
SW033,Te1/1/1,core_uplink,up,
SW033,Te1/1/2,core_uplink,up,
SW033,Te1/1/3,core_uplink,up,
SW033,Te1/1/4,core_uplink,up,
SW033,Te1/1/5,core_uplink,up,
SW033,Te1/1/6,core_uplink,up,
SW033,Te1/1/7,core_uplink,up,
SW033,Te1/1/8,core_uplink,up,
SW033,Te1/0/1,access_downlink,up,
SW033,Te1/0/2,access_downlink,up,
SW033,Te1/0/3,access_downlink,up,
SW033,Te1/0/4,access_downlink,up,
SW033,Te1/0/5,access_downlink,up,
SW033,Te1/0/6,access_downlink,up,
SW033,Te1/0/7,access_downlink,up,
SW033,Te1/0/8,access_downlink,up,
SW034,Gi1/0/1,access,down,
SW034,Gi1/0/2,access,down,
SW034,Gi1/0/3,access,down,
SW034,Gi1/0/4,access,down,
SW034,Gi1/0/5,access,down,
SW034,Gi1/0/6,access,down,
SW034,Gi1/0/7,access,down,
SW034,Gi1/0/8,access,down,
SW034,Gi1/0/9,access,down,
SW034,Gi1/0/10,access,down,
SW034,Gi1/0/11,access,down,
SW034,Gi1/0/12,access,down,
SW034,Gi1/0/13,access,down,
SW034,Gi1/0/14,access,down,
SW034,Gi1/0/15,access,down,
SW034,Gi1/0/16,access,down,
SW034,Gi1/0/17,access,down,
SW034,Gi1/0/18,access,down,
SW034,Gi1/0/19,access,down,
SW034,Gi1/0/20,access,down,
SW034,Gi1/0/21,access,down,
SW034,Gi1/0/22,access,down,
SW034,Gi1/0/23,access,down,
SW034,Gi1/0/24,access,down,
SW034,Gi1/0/25,access,down,
SW034,Gi1/0/26,access,down,
SW034,Gi1/0/27,access,down,
SW034,Gi1/0/28,access,down,
SW034,Gi1/0/29,access,down,
SW034,Gi1/0/30,access,down,
SW034,Gi1/0/31,access,down,
SW034,Gi1/0/32,access,down,
SW034,Gi1/0/33,access,down,
SW034,Gi1/0/34,access,down,
SW034,Gi1/0/35,access,down,
SW034,Gi1/0/36,access,down,
SW034,Gi1/0/37,access,down,
SW034,Gi1/0/38,access,down,
SW034,Gi1/0/39,access,down,
SW034,Gi1/0/40,access,down,
SW034,Gi1/0/41,access,down,
SW034,Gi1/0/42,access,down,
SW034,Gi1/0/43,access,down,
SW034,Gi1/0/44,access,down,
SW034,Gi1/0/45,access,down,
