device_id,mac,ip,vlan,switch_id,interface,lease_start,lease_end,assignment_type
D000508,02:e0:e1:93:c7:83,10.5.30.114,30,SW004,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000509,26:5f:74:3b:e2:fb,10.2.50.95,50,SW072,Gi1/0/38,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000510,ee:12:4f:39:d4:2b,10.5.40.109,40,SW073,Gi1/0/23,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000511,12:0a:d7:47:d4:8c,10.9.40.235,40,SW095,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000512,1a:8d:6c:5e:c1:b9,10.6.60.93,60,SW011,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000513,16:7b:d2:75:c4:0b,10.9.40.74,40,SW048,Gi1/0/14,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000514,9a:d3:fb:cb:4a:29,10.9.20.221,20,SW092,Gi1/0/6,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000515,f6:d8:67:6c:d6:3d,10.5.30.225,30,SW005,Gi1/0/21,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000516,1e:9d:59:60:cd:0d,10.10.30.183,30,SW061,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000517,7a:a5:e3:e7:69:25,10.2.60.39,60,SW023,Gi1/0/12,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000518,c2:fe:8b:46:81:bd,10.1.10.225,10,SW036,Gi1/0/48,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000519,b2:b0:ee:b3:8b:87,10.6.30.19,30,SW079,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000520,a6:35:69:49:d3:2e,10.2.40.204,40,SW083,Gi1/0/1,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000521,8a:2f:08:3d:16:4c,10.8.60.187,60,SW002,Gi1/0/20,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000522,92:22:3b:55:bc:8e,10.1.50.110,50,SW069,Gi1/0/13,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000523,d2:e5:0c:f5:65:c3,10.3.20.57,20,SW039,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000524,72:ad:8e:a5:9f:e1,10.6.10.24,10,SW079,Gi1/0/38,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000525,d2:71:9f:fa:47:bc,10.1.10.18,10,SW087,Gi1/0/33,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000526,86:a9:47:78:d5:1a,10.5.10.81,10,SW091,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000527,16:41:31:ee:d0:42,10.6.30.124,30,SW011,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000528,de:8b:b4:fe:1c:8c,10.2.50.92,50,SW083,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000529,ba:90:c4:fc:47:bb,10.7.40.155,40,SW098,Gi1/0/33,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000530,16:af:58:bb:63:1c,10.10.50.34,50,SW081,Gi1/0/48,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000531,be:37:d0:c3:50:42,10.9.40.178,40,SW038,Gi1/0/27,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000532,fa:f8:14:11:cd:3c,10.5.30.46,30,SW076,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000533,12:4b:51:76:00:36,10.7.50.116,50,SW008,Gi1/0/21,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000534,8e:1a:4a:d9:a6:b7,10.9.30.15,30,SW038,Gi1/0/33,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000535,c6:4e:96:24:9b:97,10.9.40.232,40,SW084,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000536,de:6c:1a:ee:95:a6,10.1.20.115,20,SW069,Gi1/0/31,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000537,be:aa:4e:d7:d0:88,10.5.30.99,30,SW027,Gi1/0/14,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000538,ce:51:df:a0:94:e8,10.8.10.50,10,SW059,Gi1/0/10,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000539,76:41:33:06:cb:91,10.8.40.65,40,SW002,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000540,aa:2a:f3:e6:6a:1e,10.7.40.75,40,SW098,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000541,72:46:4b:bf:f2:4a,10.6.20.33,20,SW057,Gi1/0/2,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000542,9e:5c:8e:2f:4f:05,10.8.40.125,40,SW050,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000543,96:90:c5:c9:68:4e,10.6.10.45,10,SW034,Gi1/0/25,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000544,e2:46:dd:70:a5:ae,10.6.60.49,60,SW021,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000545,9a:51:66:8d:81:fd,10.6.10.31,10,SW034,Gi1/0/23,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000546,8a:1c:4e:a5:6b:9a,10.1.40.25,40,SW045,Gi1/0/29,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000547,2e:d3:70:dc:22:1a,10.8.20.209,20,SW042,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000548,82:5d:7b:f5:5e:d5,10.2.10.193,10,SW041,Gi1/0/23,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000549,d6:6f:3b:45:ee:4c,10.8.20.172,20,SW050,Gi1/0/9,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000550,6e:48:cd:43:f1:2b,10.10.20.222,20,SW046,Gi1/0/33,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000551,6e:3d:2e:36:30:cf,10.5.40.118,40,SW031,Gi1/0/29,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000552,5e:3d:8b:fd:50:a6,10.10.50.91,50,SW061,Gi1/0/16,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000553,ae:8f:56:21:dc:b7,10.10.60.113,60,SW024,Gi1/0/28,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000554,66:8b:4a:c7:db:42,10.3.40.121,40,SW096,Gi1/0/12,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000555,f2:5f:92:25:a3:5c,10.5.30.35,30,SW070,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000556,3e:d2:97:55:3b:8a,10.9.50.79,50,SW028,Gi1/0/29,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000557,56:0f:9b:49:c5:0c,10.5.50.122,50,SW073,Gi1/0/32,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000558,7a:a3:79:4d:5e:e8,10.7.30.120,30,SW098,Gi1/0/30,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000559,82:a9:61:48:dc:55,10.7.30.103,30,SW080,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000560,c6:3e:7c:3c:c2:ae,10.10.10.31,10,SW081,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000561,7a:58:f1:7d:68:b0,10.6.10.77,10,SW021,Gi1/0/14,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000562,72:ac:6a:dc:e5:2a,10.2.60.120,60,SW018,Gi1/0/20,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000563,ea:94:d7:ee:2b:51,10.6.60.62,60,SW057,Gi1/0/27,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000564,62:04:b1:c6:12:46,10.9.30.120,30,SW028,Gi1/0/37,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000565,aa:67:23:a0:83:8f,10.10.60.86,60,SW012,Gi1/0/2,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000566,32:85:e1:d1:77:56,10.9.10.83,10,SW093,Gi1/0/45,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000567,22:47:10:fa:33:d7,10.9.60.233,60,SW035,Gi1/0/16,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000568,56:58:69:e6:ac:ad,10.2.40.218,40,SW083,Gi1/0/21,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000569,7e:71:62:68:f7:41,10.5.40.178,40,SW076,Gi1/0/13,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000570,c2:70:17:41:1b:c7,10.8.50.110,50,SW014,Gi1/0/27,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000571,2e:84:ad:5a:e6:76,10.9.20.202,20,SW019,Gi1/0/14,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000572,56:66:5d:5b:29:c8,10.10.30.45,30,SW061,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000573,c2:c0:1e:16:b9:d8,10.10.20.54,20,SW064,Gi1/0/16,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000574,aa:6e:58:65:5c:47,10.9.40.190,40,SW028,Gi1/0/15,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000575,26:5a:7a:7b:3e:34,10.8.30.226,30,SW015,Gi1/0/1,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000576,7e:93:9a:45:d7:6d,10.5.30.45,30,SW065,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000577,66:28:55:fe:07:08,10.2.50.128,50,SW023,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000578,ae:e9:f2:47:a5:24,10.6.50.30,50,SW017,Gi1/0/28,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000579,ea:8f:ab:a4:4d:b9,10.9.60.243,60,SW038,Gi1/0/44,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000580,ce:52:c8:69:0a:b7,10.1.50.98,50,SW036,Gi1/0/20,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000581,8e:d7:4f:7c:3c:cd,10.7.20.205,20,SW040,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000582,1e:f4:29:2a:d4:f1,10.3.50.201,50,SW039,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000583,fe:98:82:0e:5f:8a,10.8.50.49,50,SW059,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000584,c2:1b:d2:ce:d7:05,10.1.10.238,10,SW056,Gi1/0/8,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000585,5e:ea:37:cb:a2:b4,10.5.20.241,20,SW005,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000586,86:3a:c5:8e:13:b9,10.10.40.167,40,SW024,Gi1/0/2,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000587,66:80:11:55:7f:b6,10.8.20.240,20,SW050,Gi1/0/6,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000588,72:4e:3e:24:aa:9a,10.5.50.224,50,SW076,Gi1/0/10,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000589,46:b8:14:c6:7a:1c,10.5.50.144,50,SW005,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000590,06:91:e2:ee:2a:93,10.2.20.146,20,SW083,Gi1/0/43,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000591,9a:53:91:bc:7c:43,10.1.10.248,10,SW010,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000592,de:2b:90:3c:8f:97,10.4.20.55,20,SW066,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000593,e2:3c:26:49:af:26,10.6.60.123,60,SW021,Gi1/0/23,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000594,a6:27:2b:1c:0e:54,10.9.60.145,60,SW093,Gi1/0/33,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000595,4e:a0:3e:31:10:0e,10.5.40.32,40,SW073,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000596,b2:52:5a:48:06:06,10.5.60.186,60,SW082,Gi1/0/12,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000597,36:cd:11:bf:11:74,10.2.40.161,40,SW083,Gi1/0/15,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000598,2e:59:1b:15:09:a9,10.9.60.27,60,SW006,Gi1/0/24,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000599,fa:3e:d9:bf:0a:07,10.1.10.212,10,SW087,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000600,e2:d1:e1:81:e9:13,10.3.30.110,30,SW009,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000601,26:84:c3:82:ed:90,10.1.20.36,20,SW056,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000602,b2:6a:52:71:bc:59,10.1.10.30,10,SW069,Gi1/0/12,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000603,3a:1a:81:ce:a4:25,10.9.10.76,10,SW092,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000604,5a:11:3e:15:65:4f,10.7.10.105,10,SW075,Gi1/0/19,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000605,2e:4d:5d:cb:ba:a7,10.2.60.106,60,SW074,Gi1/0/25,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000606,0a:65:90:0f:24:13,10.7.50.145,50,SW098,Gi1/0/13,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000607,ba:0d:6a:2c:5b:c8,10.5.30.167,30,SW004,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000608,2e:4d:f1:c1:84:3f,10.8.50.182,50,SW002,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000609,7a:f5:3b:ab:1c:c7,10.9.40.116,40,SW019,Gi1/0/34,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000610,e2:2b:6c:aa:a0:c3,10.2.30.95,30,SW023,Gi1/0/21,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000611,da:bf:c3:4f:9f:0d,10.7.30.188,30,SW049,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000612,8a:11:7b:ec:e4:02,10.8.30.39,30,SW086,Gi1/0/28,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000613,22:d5:8c:9b:46:d6,10.3.30.226,30,SW039,Gi1/0/15,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000614,1e:bc:20:89:1b:23,10.9.60.128,60,SW092,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000615,52:78:1b:4f:72:7a,10.4.60.160,60,SW066,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000616,da:c1:01:c3:28:de,10.10.20.41,20,SW046,Gi1/0/18,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000617,b2:a2:d7:ba:ef:4d,10.5.50.31,50,SW082,Gi1/0/29,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000618,22:9e:6a:b3:80:bf,10.9.10.33,10,SW048,Gi1/0/23,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000619,da:21:09:4c:92:6a,10.9.50.104,50,SW006,Gi1/0/4,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000620,52:10:8c:59:70:90,10.4.60.185,60,SW088,Gi1/0/45,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000621,c2:7e:36:8f:e0:b9,10.8.50.239,50,SW013,Gi1/0/6,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000622,a2:cd:03:52:a8:3d,10.1.40.156,40,SW045,Gi1/0/30,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000623,96:7a:98:e3:df:44,10.8.60.113,60,SW015,Gi1/0/7,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000624,ee:7e:82:bb:2f:71,10.10.50.137,50,SW081,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000625,9e:0f:4a:fd:ac:43,10.5.50.50,50,SW065,Gi1/0/14,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000626,22:8b:a7:3b:29:17,10.3.60.50,60,SW096,Gi1/0/26,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000627,ae:4c:f1:40:1a:cb,10.9.40.215,40,SW090,Gi1/0/4,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000628,12:98:50:62:f4:3a,10.8.50.230,50,SW025,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000629,ca:68:3d:2a:7b:32,10.8.60.211,60,SW025,Gi1/0/11,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000630,f6:4b:7a:b2:92:82,10.5.30.216,30,SW027,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000631,c2:94:be:17:42:b6,10.8.50.184,50,SW015,Gi1/0/14,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000632,5a:85:76:ce:2a:ba,10.3.40.212,40,SW096,Gi1/0/28,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000633,c2:34:cb:74:23:44,10.3.60.21,60,SW009,Gi1/0/16,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000634,ae:b1:a6:d7:bd:a3,10.2.40.25,40,SW041,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000635,b6:a3:0b:7f:7d:b5,10.9.50.225,50,SW028,Gi1/0/4,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000636,66:f9:92:c0:97:9c,10.5.60.27,60,SW004,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000637,16:d0:22:ce:10:aa,10.8.10.72,10,SW086,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000638,0e:a4:6e:ce:61:f5,10.8.10.123,10,SW050,Gi1/0/43,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000639,d6:4a:61:6e:5e:fd,10.5.20.136,20,SW091,Gi1/0/20,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000640,7e:30:60:b9:7c:2e,10.10.50.79,50,SW064,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000641,8e:47:44:fe:91:5d,10.7.30.222,30,SW049,Gi1/0/16,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000642,6e:cc:7d:36:1f:4e,10.10.60.90,60,SW024,Gi1/0/5,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000643,72:62:94:72:dd:14,10.8.10.198,10,SW062,Gi1/0/31,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000644,be:08:b5:69:f9:f3,10.5.30.180,30,SW076,Gi1/0/30,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000645,2e:2b:ad:6f:e2:4d,10.5.10.21,10,SW005,Gi1/0/47,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000646,76:62:ba:c4:06:3f,10.2.50.234,50,SW023,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000647,c2:dc:0f:15:ed:54,10.1.20.60,20,SW036,Gi1/0/31,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000648,1a:c3:5b:80:0b:39,10.10.20.154,20,SW012,Gi1/0/2,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000649,0a:c9:41:16:03:cb,10.3.40.154,40,SW009,Gi1/0/40,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000650,82:fa:2b:f0:49:8c,10.10.10.16,10,SW024,Gi1/0/9,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000651,9e:b8:be:13:7c:e6,10.9.60.243,60,SW035,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000652,16:4a:0f:66:ba:8d,10.5.10.19,10,SW055,Gi1/0/33,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000653,da:76:ec:34:c3:be,10.9.30.113,30,SW084,Gi1/0/39,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000654,72:fd:49:db:29:e0,10.4.40.65,40,SW088,Gi1/0/16,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000655,42:ce:bd:e2:bb:26,10.9.10.59,10,SW038,Gi1/0/24,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000656,fa:83:d4:1c:03:fd,10.5.10.12,10,SW055,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000657,e6:55:50:53:33:05,10.5.60.40,60,SW004,Gi1/0/18,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000658,2e:8e:1a:95:01:bf,10.1.40.43,40,SW087,Gi1/0/43,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000659,2e:ac:57:81:1f:b1,10.2.10.170,10,SW023,Gi1/0/10,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000660,6a:da:d1:b1:96:1a,10.7.30.22,30,SW008,Gi1/0/46,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000661,2e:ab:2c:71:9d:b3,10.4.20.139,20,SW063,Gi1/0/3,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000662,76:d4:71:ae:9f:2e,10.9.10.76,10,SW037,Gi1/0/18,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000663,56:96:91:62:5e:eb,10.7.40.18,40,SW040,Gi1/0/19,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000664,8e:fe:6a:e3:0f:9d,10.8.20.20,20,SW042,Gi1/0/48,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000665,e6:dd:e5:5b:04:39,10.5.40.210,40,SW065,Gi1/0/27,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000666,f6:5c:2d:ef:9b:34,10.2.50.228,50,SW083,Gi1/0/42,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000667,f6:ac:1b:bc:d5:76,10.8.30.158,30,SW059,Gi1/0/41,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000668,72:1a:38:6e:44:35,10.4.30.135,30,SW063,Gi1/0/27,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000669,3e:e4:b4:1f:65:63,10.2.40.66,40,SW083,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000670,fe:c0:eb:3e:6b:f1,10.10.50.216,50,SW081,Gi1/0/36,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000671,32:89:51:16:16:56,10.6.30.127,30,SW017,Gi1/0/25,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000672,5a:f2:ef:4f:96:ea,10.9.50.172,50,SW035,Gi1/0/45,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000673,9e:e5:07:82:e3:42,10.7.20.198,20,SW049,Gi1/0/21,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000674,7a:09:f6:c6:2f:b1,10.9.50.120,50,SW095,Gi1/0/35,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000675,7e:d7:4d:86:08:ff,10.4.30.89,30,SW063,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000676,26:d5:da:55:82:4b,10.9.50.121,50,SW084,Gi1/0/17,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
D000677,ee:57:b5:8e:ca:4a,10.5.60.224,60,SW082,Gi1/0/18,2025-12-10T07:00:00+00:00,2025-12-10T19:00:00+00:00,DHCP
